axLenght,RotTrans,max_elong
1.0366247787403735,0.5557826099533967,8.068016999043893
1.0302749595589884,0.5441137279261073,9.91777975533152
1.0358916286493018,0.6865426855211827,9.641910065271226
1.0196600321042917,0.2134499208314526,4.0107601137387245
1.0325386790571536,0.2230420142404831,7.825468270727362
1.028475807178731,0.3335919880474744,6.012899810701589
1.0268828425757577,0.220257766919169,4.543296986612458
1.0287885550920073,0.3931853188025073,9.348072951099404
1.025907221014026,0.4454471293640732,4.398636930699285
1.0255692569127282,0.3805724509227329,7.002299407817185
1.023231274234084,0.3155052221206229,5.47401085269295
1.0247044766434967,0.2900649762272567,8.581437959963722
1.0320728880782837,0.3273282517820749,5.272861312767152
1.0302371821873355,0.4519543752282576,9.40064631407738
1.0418586988451428,0.6434407164429388,7.854625377458983
1.0480983003568392,0.3064749807500678,7.894925554645505
1.0231273290380465,0.2166457008433918,7.414804077723294
1.0315217799096168,0.3440945294081793,9.900096533858028
1.037724993678844,0.2357416783548374,7.637970544275671
1.0301177521385358,0.3311343556364564,7.396584886433428
1.0352580161780238,0.6347462153789311,6.526541816166917
1.0288113081194783,0.4620915506735812,9.366132786678866
1.026038037396572,0.2242584625620653,6.581422368797693
1.0446046978075885,0.4813249945352708,8.830189656717174
1.0392569070698785,0.5143441036441431,9.263595774455965
1.038275948403058,0.2188644575448602,8.22975559794495
1.0192939597267088,0.2478110660038786,3.696998462425139
1.0345276388111628,0.5524252280785338,5.995827174853072
1.0228734408014248,0.3297324937289734,4.616470380522088
1.0455578739406548,0.3797449277401368,8.74406893453002
1.044328380274102,0.3062561793790068,8.773536516170964
1.0410371985229043,0.7696987425072768,9.870588203544845
1.039336926527869,0.756227715077113,9.96461280064872
1.024985420908485,0.3278737698571257,4.048931649127709
1.028161661409151,0.3267411887573521,6.758962586302772
1.0263970420791797,0.3952280782401198,4.916775633142708
1.02633196942729,0.2125270749231997,5.100011368610576
1.0481824488774678,0.3170386317802238,9.702603254270254
1.0274374628235077,0.4214490073573296,9.2158724769543
1.0216958486251224,0.3003641419368242,5.4830086832150124
1.0312685371054835,0.4632125804566707,7.424202333744244
1.0353975865042266,0.6805199991646755,6.811720948591304
1.0425830722733054,0.2808981826666923,7.933838315610081
1.041342766500598,0.2724360807712487,7.92932646536106
1.031246604089393,0.5754218900219334,7.068355009578166
1.0298411632630242,0.3131970321195771,7.854645322531814
1.0281591520243465,0.3908713318491316,8.508750731409783
1.0327350085440872,0.5916865904334159,9.268635611743578
1.029197668384078,0.307034929505476,7.862835329153014
1.0532776480474086,0.2777743399016284,8.96531668785489
1.035071247074784,0.5761693208833709,9.009648144139344
1.030217623130908,0.333302390428176,5.691715126520599
1.0269094875980778,0.2566190758989118,4.345543408726615
1.0317736226142125,0.3189049514616852,9.536837080870272
1.0370050246338949,0.2982408313298926,6.767750555345749
1.0205701590385188,0.2472902593757997,4.878284226897541
1.0295753291390657,0.4591576184627722,8.145065099466242
1.0219457202189155,0.2873714743168821,6.368810822832575
1.041141352232743,0.2655810303249179,8.244649932992322
1.0253186154449854,0.3556307225464193,5.524732311256102
1.023293068674646,0.2909308852121703,5.279376434497058
1.0313653844854724,0.2169123880160021,6.878660045534919
1.0528164003142937,0.6964255207401296,9.714739379439052
1.0377175885476695,0.3537712246929119,8.489539203858994
1.0297741338868849,0.2341535709635237,8.487657546064975
1.030237470385692,0.4981252689492856,7.927524027523706
1.030518868939235,0.2491786345021589,7.117049841901249
1.0220435070700808,0.2692302168130715,6.807594104663383
1.0327384226400007,0.5454678800747567,6.688734236435635
1.0195834356334597,0.2290325595235393,4.878873426859518
1.0327384226400007,0.6056588059491614,5.171678378682247
1.0541701936707766,0.5021943371462664,9.620731509074169
1.0256651910230183,0.3171053649422928,5.406175944145188
1.0256651910230183,0.2971050546240374,6.017827398596472
1.0268390652745518,0.3295983251010833,4.039286426350508
1.0242201983886574,0.2982167569225656,4.7679135655490725
1.0241799605664517,0.2589975047573273,8.829440947005526
1.028566411784796,0.5216638871331459,5.459207740610726
1.0304303933827268,0.3963911429530115,7.651036546421114
1.029375398128116,0.5057525396774343,9.33535081820605
1.040239607813785,0.2272855991682593,7.557593516872391
1.023293068674646,0.221211244836588,7.860622996778358
1.0241544626251573,0.3908225097726269,4.6532081146748485
