seed,loss,bestValidationScore
876,0.013310142762217831,0.9746963997844208
403,0.013007277478063682,0.977577337533031
297,0.013028415623240508,0.9755534385924186
907,0.013087190060804617,0.9745357884245592
243,0.01299100985961935,0.9772000723853361
637,0.013086488862476726,0.9744775508127108
341,0.013724745238379719,0.9778672171711507
728,0.012704643527375775,0.9762267610615493
76,0.012968360727723963,0.9739736635177753
597,0.01320667507024486,0.9751617736672152
326,0.013220357192114583,0.9761418096705072
417,0.012793207831027435,0.975000360173181
564,0.013160846823766139,0.972985504420493
708,0.013879086852610158,0.973820999532406
855,0.013323474542198274,0.9726161506810894
622,0.01285459493807655,0.9708550860330748
924,0.013362527838618701,0.9715400461628384
599,0.013412780455765678,0.9743954658127674
225,0.012864884985159943,0.9741420428223985
985,0.013172014652248393,0.9748750850604765
735,0.013012745886788654,0.9740887695216937
272,0.013522275213181577,0.9747411491779961
295,0.013253193135934541,0.9731706213462505
425,0.013002186325748675,0.9748673087854902
19,0.012975165756369138,0.97482893683384
506,0.012814849336810402,0.9744167813766342
967,0.013412494029862986,0.9727893083864126
457,0.013099139880155064,0.9770507320120095
718,0.01316063065522667,0.9746386678400412
741,0.012740989944360756,0.9740498647567813
942,0.01351050797128445,0.9742432720402278
718,0.01316063065522667,0.9746386678400412
588,0.012658854701513315,0.9713948738264774
374,0.012949285439924607,0.9752749357495792
885,0.012992746582415182,0.9754280215899304
843,0.013188163075566391,0.9728395127453866
950,0.013664831202918351,0.9747486255982641
485,0.013255058387926118,0.9754338116308179
655,0.013120571880270425,0.9753765643978797
14,0.013479145537321954,0.9781014564767937
810,0.01290444101771476,0.9724456658139299
246,0.013077482335610693,0.9751748856438915
727,0.013363718788122597,0.9735943392330394
438,0.013847274302845108,0.9749850700468882
200,0.013141425803477099,0.9758069087923115
309,0.01343563576990661,0.9713703001952682
253,0.013376085819277789,0.9745511131328287
5,0.01278891159747175,0.976692856047327
247,0.012908179489833922,0.9727046647221288
208,0.01299743543110386,0.9739728887293126
372,0.01284287206946798,0.9760878432938741
751,0.013221809937578346,0.9756687206959995
519,0.013056204153250284,0.973858406319906
329,0.013218537723188454,0.9767236606581465
909,0.012844590094857215,0.9765160207636295
338,0.013036981720903291,0.9754629305585114
962,0.013277721362242874,0.9751396558218226
737,0.013263811161066588,0.9749888177843408
861,0.013218729132120717,0.9754034424436996
758,0.01259930138827784,0.9722832283236337
160,0.013231254413090395,0.9751500248827152
930,0.012906188840686486,0.9743963791754222
265,0.0132292905091394,0.9711870110768728
840,0.013293338199147483,0.9715692936774297
107,0.013133724786908909,0.9727952697588037
823,0.0130497483624348,0.9765555382568015
940,0.01390276163062033,0.9755793501060325
76,0.012968360727723963,0.9739736635177753
742,0.013820736808013776,0.9744333607024828
236,0.013037515997202641,0.9749381276817065
342,0.013215795266942517,0.9738748440766688
484,0.013502914981935996,0.9761517218896573
520,0.012834172198878441,0.9717344353618745
582,0.01307296958945574,0.9727191228447737
960,0.013353678744416099,0.974611319790372
405,0.013490106594130517,0.97533533684863
82,0.013715897238608755,0.9739229809444429
303,0.01321693187011889,0.9729283762485136
721,0.012896421445819766,0.971943733640715
762,0.013129499586813153,0.9743904652413217
290,0.012502059755397556,0.9711825648925435
568,0.013071767896420176,0.9742881443190526
944,0.013088633410296521,0.9745332652926587
166,0.013396389282765271,0.9726921940856247
463,0.013575907711674601,0.9717792114066937
62,0.012791906819062237,0.9749788161463077
42,0.013251469861457154,0.9754271829291735
878,0.013554182110278298,0.9759866870838628
989,0.01295284567456197,0.975290412610485
932,0.013310183468673435,0.9736253811963477
375,0.013330015770639822,0.9767354124780382
137,0.013289972929928054,0.9765073366657395
332,0.013592510258964519,0.9769328666848796
404,0.013562288833881874,0.9743294319729544
403,0.013007277478063682,0.977577337533031
437,0.013329096974017813,0.9749477314400924
639,0.012870141216914021,0.9750664282352561
813,0.013220113657358723,0.9760855576717429
867,0.013397378712979772,0.9730470302496109
700,0.013380006805751797,0.9761272502784456
