hiddenLayerSize,trainTime,loss,bestValidationScore
"[25, 25, 25, 25, 25]",0:02:33,0.04915318145400557,0.9028869133091566
"[30, 30]",0:01:02,0.05893593941845564,0.8834701751475484
"[30, 30, 30]",0:02:11,0.05226880640291142,0.8972455265396942
"[30, 30, 30, 30]",0:02:21,0.04939588412806924,0.9031956772843103
"[30, 30, 30, 30, 30]",0:03:01,0.04681463046822735,0.9060560065741343
"[35, 35]",0:01:11,0.05697887480741746,0.8837213000622269
"[35, 35, 35]",0:01:15,0.0534286487114209,0.8960073998570718
"[35, 35, 35, 35]",0:02:00,0.04971188293738626,0.9008806062496919
"[35, 35, 35, 35, 35]",0:02:41,0.04708949828585057,0.9079386138671126
"[40, 40]",0:01:38,0.056468990859161086,0.8873420023805313
"[40, 40, 40]",0:03:02,0.048589213983062804,0.9020485995488126
"[40, 40, 40, 40]",0:02:27,0.04705618286217031,0.9056492767975686
"[40, 40, 40, 40, 40]",0:02:58,0.04613223659304742,0.9051932643568363
"[45, 45]",0:01:50,0.05504451770856307,0.8897266877612113
"[45, 45, 45]",0:02:06,0.0506019129293982,0.8979439131395394
"[45, 45, 45, 45]",0:02:31,0.047599227817727706,0.9047835356008187
"[45, 45, 45, 45, 45]",0:02:28,0.046148203552452756,0.9080368768549515
"[50, 50]",0:01:25,0.05604434035122266,0.8879026860818557
"[50, 50, 50]",0:03:25,0.047229833188297064,0.9049353572102841
"[50, 50, 50, 50]",0:03:58,0.045373701169754185,0.9123584628599305
"[50, 50, 50, 50, 50]",0:02:52,0.04605223919808835,0.905823302680153
"[15, 15]",0:01:37,0.06226600723572671,0.875152932054716
"[15, 15, 15]",0:01:20,0.05882850584468968,0.8814270378136353
"[15, 15, 15, 15]",0:01:34,0.05607544894840718,0.8876917113085303
"[15, 15, 15, 15, 15]",0:03:17,0.053554332525439445,0.8910163606501073
"[20, 20]",0:01:36,0.059555156703652676,0.8823141815764239
"[20, 20, 20]",0:02:05,0.055227211656962115,0.8894389522239186
"[20, 20, 20, 20]",0:02:42,0.05221759135512915,0.8974558986104682
"[20, 20, 20, 20, 20]",0:02:23,0.0514123062186754,0.8987484309589413
"[25, 25]",0:01:04,0.059261975165586234,0.8807928532587364
"[25, 25, 25]",0:01:26,0.05493376775278726,0.8903662583522599
"[25, 25, 25, 25]",0:02:09,0.051678639972186496,0.8979856915097797
"[25, 25, 25, 25, 25]",0:02:28,0.049969526254015316,0.8996534679073134
"[30, 30]",0:02:15,0.05605520086791357,0.8880240964854815
"[30, 30, 30]",0:02:13,0.05235350438992805,0.8933708913052523
"[30, 30, 30, 30]",0:01:43,0.05108142635137723,0.8989979738161171
"[30, 30, 30, 30, 30]",0:03:28,0.04764338233462172,0.9086846249139157
"[35, 35]",0:01:52,0.05646081999844167,0.8884254248140031
"[35, 35, 35]",0:02:04,0.05083689986492585,0.8982852236536968
"[35, 35, 35, 35]",0:03:13,0.04686836884156195,0.9076670055902001
"[35, 35, 35, 35, 35]",0:02:44,0.04664353669194252,0.909515165590434
"[40, 40]",0:02:25,0.0552697221717766,0.888729585345122
"[40, 40, 40]",0:02:02,0.05150791132988465,0.8974840346043457
"[40, 40, 40, 40]",0:03:11,0.04665379760656188,0.906851384155935
"[40, 40, 40, 40, 40]",0:02:51,0.045971391116791986,0.9083640175677771
"[45, 45]",0:01:56,0.054995506557218826,0.8898873121629969
"[45, 45, 45]",0:03:30,0.047927852364683526,0.9047217208662497
"[45, 45, 45, 45]",0:02:15,0.0474041639245383,0.9070568333315907
"[45, 45, 45, 45, 45]",0:03:06,0.04558122641655425,0.9081451969473434
"[50, 50]",0:01:37,0.05508924243148888,0.8892711598552769
"[50, 50, 50]",0:02:21,0.048366687307812566,0.9041204683446905
"[50, 50, 50, 50]",0:02:02,0.046939515293659584,0.9066078093019944
"[50, 50, 50, 50, 50]",0:02:43,0.045358856607049046,0.910709135112178
"[15, 15]",0:01:37,0.06275980463983195,0.8744353574957764
"[15, 15, 15]",0:02:15,0.058434647741804985,0.885576074028421
"[15, 15, 15, 15]",0:03:34,0.05423743630424018,0.892471671940607
"[15, 15, 15, 15, 15]",0:01:55,0.05468217441080772,0.8907031257653836
"[20, 20]",0:01:24,0.059716077270035126,0.8833091525274888
"[20, 20, 20]",0:01:20,0.05629833119984108,0.8866679837753811
"[20, 20, 20, 20]",0:02:55,0.05268639385483182,0.8964292488804968
"[20, 20, 20, 20, 20]",0:01:59,0.051335601833661815,0.8975600223457572
"[25, 25]",0:01:56,0.05759603058654686,0.8858721545894188
"[25, 25, 25]",0:00:55,0.05628258395057195,0.8872007686688865
"[25, 25, 25, 25]",0:02:54,0.04921121473395047,0.9028747794705736
"[25, 25, 25, 25, 25]",0:03:02,0.04908961446699162,0.9047258703173614
"[30, 30]",0:02:07,0.056904128231196144,0.8893938759213369
"[30, 30, 30]",0:01:48,0.05306772832894564,0.893253749630078
"[30, 30, 30, 30]",0:01:50,0.05021488465476893,0.8990759296065175
"[30, 30, 30, 30, 30]",0:03:08,0.04681502067326778,0.9079499366862023
"[35, 35]",0:02:11,0.05555714172534906,0.8913736162405379
"[35, 35, 35]",0:02:52,0.049676405061723224,0.9011148840579288
"[35, 35, 35, 35]",0:02:26,0.04749766045194771,0.9048822541845387
"[35, 35, 35, 35, 35]",0:03:09,0.0461470671319629,0.9117548415360254
"[40, 40]",0:02:22,0.055046267156637345,0.8900394267081029
"[40, 40, 40]",0:03:01,0.049609333116787294,0.9001636052375254
"[40, 40, 40, 40]",0:02:59,0.0469116614489992,0.9073337814304474
"[40, 40, 40, 40, 40]",0:03:39,0.04573328680215148,0.9085779157919072
"[45, 45]",0:02:11,0.054777045608225466,0.8897270143064544
"[45, 45, 45]",0:03:34,0.048100412829025614,0.9040738773042724
"[45, 45, 45, 45]",0:02:50,0.04706578602409212,0.9067263960826721
"[45, 45, 45, 45, 45]",0:01:25,0.048491133608153915,0.898806080020608
"[50, 50]",0:01:10,0.057047603380149296,0.8867839432639837
"[50, 50, 50]",0:02:44,0.04821533112328267,0.9050561293842253
"[50, 50, 50, 50]",0:03:20,0.04553921111608717,0.9099687037411226
"[50, 50, 50, 50, 50]",0:02:57,0.04582957221553655,0.9103563714482545
"[15, 15]",0:01:31,0.06352196743007074,0.8718489691343768
"[15, 15, 15]",0:01:25,0.059034643126161294,0.8828447563074201
"[15, 15, 15, 15]",0:01:55,0.05558673168102949,0.8904818213407625
"[15, 15, 15, 15, 15]",0:01:47,0.05614397218205224,0.8874828150962143
"[20, 20]",0:01:15,0.06136583188376728,0.8781547269742545
"[20, 20, 20]",0:01:28,0.05683320210745021,0.8860561291275838
"[20, 20, 20, 20]",0:01:39,0.054632330632900426,0.890340827075002
"[20, 20, 20, 20, 20]",0:02:17,0.051648942183475044,0.8995110783124555
"[25, 25]",0:01:37,0.05820226002388709,0.8829949061778346
"[25, 25, 25]",0:01:43,0.05506849594613208,0.8909178542810818
"[25, 25, 25, 25]",0:02:46,0.050612196746398296,0.9005536160743248
"[25, 25, 25, 25, 25]",0:01:54,0.049989273082334494,0.8984800385447351
"[30, 30]",0:01:37,0.05828713259825686,0.8822222514053873
"[30, 30, 30]",0:01:58,0.05253031390892583,0.8964791115009322
"[30, 30, 30, 30]",0:02:38,0.049064097612771494,0.9018181557363778
"[30, 30, 30, 30, 30]",0:02:11,0.048404462327955304,0.901856430548599
"[35, 35]",0:01:51,0.05632422975786819,0.8876652274684047
"[35, 35, 35]",0:01:58,0.050691041905475284,0.896580692733698
"[35, 35, 35, 35]",0:03:08,0.04652653451693689,0.9101664026529266
