seed,testR2,testR2Real,testR2RealNoOutiler,mseRotTrans,mseAxLength,mseMElong,maeRotTrans,maeAxLength,maeMElong,mseMElongNoOutiler,maeMElongNoOutiler
1547,0.973477441732259,-0.4362616047764683,0.9562662780155117,0.002183029109447632,8.286893633286161e-08,12.483052666280063,0.025006387637247166,0.00018315316970496265,0.3334095216138039,0.35355661415738593,0.26160584934934566
763,0.9713315854679351,0.9374327413073703,0.955371161574296,0.002063824696421595,7.792535752218073e-08,0.5146771664461363,0.024931362545000467,0.00018532486399652526,0.2769969322967622,0.35981881826997675,0.2681277253297685
8556,0.973570348775742,0.94674084705694,0.9489597795343553,0.0020276226060565437,8.697516081303158e-08,0.43199992268000836,0.025215048174935806,0.00018589984409346703,0.2819859179476492,0.41261496278497817,0.27967886234625833
2052,0.9720041353908465,0.8839515109553028,0.9572162243777712,0.001944165439824645,8.015545843538339e-08,1.0041192380344102,0.02496435040744757,0.00018519971694302235,0.28865968915904777,0.35473933732046603,0.2702705224998916
9343,0.9722875204751262,0.9335542626820333,0.9534537356666702,0.0022793740828367394,7.462002263227964e-08,0.5546927627648097,0.025961736193555306,0.0001851942833189696,0.2864022801197783,0.3815465467243407,0.27936433421197826
2148,0.9720607929673769,0.9541965165538723,0.9541965165538722,0.0020414994181056963,8.553131015830266e-08,0.37303453266411674,0.025436800489192862,0.00019102176776965486,0.2732905451443566,0.37303453266411674,0.2732905451443566
4845,0.974219537283361,0.9543354958945066,0.9543354958945066,0.0019591714869122046,9.047219173328783e-08,0.38540817491495705,0.025590222097108567,0.00019141532129768034,0.27934187657407616,0.38540817491495705,0.27934187657407616
992,0.9735313147523647,0.949916828952568,0.9571605030707936,0.0019813372549079035,7.763288167903931e-08,0.42278557705692776,0.025273795248765798,0.00018765805393353214,0.27360917646566413,0.3589995479648199,0.2693644984555922
6664,0.9719079564740062,0.9536620299748672,0.953662029974867,0.002027942927039684,8.333685540995626e-08,0.38483639101995243,0.025874938556010977,0.00018875545453161157,0.2776345142646933,0.38483639101995243,0.2776345142646933
2938,0.9744636617399417,0.87307374343251,0.9513935044202801,0.0022265384737097903,8.705782057852201e-08,1.0722538977914167,0.02571685787892676,0.0001847101061143834,0.30184369696406493,0.39670902361391636,0.2827771425042596
2185,0.9748125177410559,0.9585642556720194,0.9585642556720192,0.0018389907680541673,7.383825437274001e-08,0.3381451064071568,0.024351638743867355,0.00018190052061018897,0.2599182101608602,0.3381451064071568,0.2599182101608602
6972,0.9755122403157511,0.4473569347618931,0.9539249021413098,0.002229987421874202,8.615531496166888e-08,4.752290728119038,0.0258405904397207,0.00018985248627994465,0.32425485326369674,0.3729632630877694,0.27445603676659175
8662,0.974851988264071,-189.34565419174598,0.9582458717685315,0.0019239062997873527,9.023289785505687e-08,1667.2388733823766,0.02502464525292874,0.00019041971172100973,0.9595913461052383,0.3416316002237426,0.26132542316114565
6770,0.9738770899160617,0.9513048869040052,0.9513048869040052,0.0020570244486769348,7.32873021359745e-08,0.40496334130252937,0.02556709666247877,0.00018357805763873414,0.27359549160245106,0.40496334130252937,0.27359549160245106
4020,0.9727983871597795,0.9509388694560764,0.9509388694560764,0.002271020730503853,8.673856974577465e-08,0.4110512762190089,0.0267753102355826,0.00019127197872879247,0.28723962084753246,0.4110512762190089,0.28723962084753246
2283,0.9756206425152106,0.9516659810690413,0.9516659810690414,0.0021349249927015914,9.066430908778478e-08,0.3987921539837688,0.02552587243780489,0.0001890480642922664,0.2710648768358868,0.3987921539837688,0.2710648768358868
9086,0.9764953586037102,0.8491748044162577,0.9594922919232808,0.0024400934704181536,8.910312329715984e-08,1.3003964931166507,0.025972217966523485,0.00019315991869938348,0.29870074396830876,0.33304924196764557,0.26755292498980715
8036,0.9725695948266763,0.9451419036417175,0.9582578499051553,0.0020674546370841856,8.57498362869445e-08,0.4546465203475944,0.025344466603488776,0.00018843386273168907,0.27045167103128626,0.34023158264787207,0.26474091739041705
8223,0.9721297859732617,0.9504762127725214,0.9520385863235918,0.0020752569092381255,8.836269772325097e-08,0.42186943128389076,0.025952526867083773,0.0001886893908192374,0.2863383923689834,0.4074454528757119,0.2843588505260028
1922,0.9748385329142538,0.8929455798130475,0.9501843999685889,0.0023119928952051757,8.41606309056071e-08,0.9287196224100711,0.026302166003460612,0.00018755828463577447,0.3005127146568702,0.41707250066670803,0.2883607545477717
3421,0.9756271600958349,0.9329538288098913,0.9582092318051189,0.0019292813095661877,6.988824991965178e-08,0.5572775286354865,0.02456736448746642,0.0001821332420942862,0.2733333974281328,0.34010245245677756,0.2654381175382831
1448,0.9747175339047275,-23.38888644288643,0.9527236067087079,0.0021357938059564474,8.18484567951198e-08,220.35406211195604,0.024852583665505246,0.00018311422007545768,0.5264294493709051,0.399016170801144,0.27068774888433617
1535,0.9735598977609069,0.9536417298919364,0.9603225224546844,0.0018567107703266017,8.766749989825643e-08,0.3826885265084402,0.024350120804920477,0.00018836047445566222,0.2637984456047419,0.3252804325009227,0.2581710847763381
3688,0.9735511638804888,0.940487498674394,0.9442257717703142,0.002180412947367773,8.223916588803658e-08,0.4941295260597555,0.026075786672601367,0.00019147033508455126,0.30218912636715173,0.4615429055371607,0.2991825774608985
4753,0.9757048713876569,0.9489211350887646,0.948921135088765,0.002415326530052356,7.548732473863106e-08,0.41559109113171516,0.026615634495715326,0.0001844847989666007,0.2856247764815684,0.41559109113171516,0.2856247764815684
9992,0.9722592052130579,-2.439057708709088,0.9488174541874063,0.0019896423369420227,8.470869220911362e-08,29.197439787041237,0.02484095100478063,0.00018355570435275506,0.36809255981646616,0.4094471096847026,0.2711905168997964
8565,0.9725872018534716,0.918870175392478,0.95389547877621,0.0022843955766063675,8.489829625121623e-08,0.676844324840408,0.025957066487300486,0.00019019178800854368,0.2910123000670958,0.37351540824060825,0.27454049957076543
4337,0.9748289080786762,0.9492122808658188,0.9547866788564949,0.001976583298731949,9.176553183851972e-08,0.42397503757999283,0.025109385233517315,0.0001909229249829301,0.275691998669509,0.375622655145858,0.27200613785870675
636,0.9726288011218543,0.923157847159814,0.9606854346998688,0.002069826512927285,7.009325489112057e-08,0.6384612472513899,0.025082117747843614,0.00017914464793554558,0.27597220655825455,0.31553186373331704,0.25827742341911253
5201,0.9753358145036556,0.9560113340249233,0.9576505907553489,0.002064738860079244,7.404353298359183e-08,0.36025058066235044,0.025276205689893458,0.00018338082177252424,0.2705176738035142,0.3455555796677561,0.26851563786992666
2082,0.9743626220189937,0.9586091364830285,0.9586091364830285,0.0022115989617019524,9.60707137780772e-08,0.33572701712717673,0.025683182262782284,0.0001867511622340649,0.2691751938471765,0.33572701712717673,0.2691751938471765
7164,0.9754309096496162,0.9335483877732874,0.9582383027102036,0.00203629396963772,8.642471430907228e-08,0.5599640940519651,0.02510331062753368,0.0001892000519228922,0.26639962153993435,0.3424609935086644,0.25849628184142825
5781,0.9753623326057941,-26011.708182845137,0.9608104407351427,0.002069384881288379,8.825833761104414e-08,231357.65455907353,0.0251597460900959,0.0001886393013164688,8.496264698022557,0.32255246332451704,0.26374152390867067
2184,0.9735819463783079,0.9548194934877889,0.9548194934877889,0.0022538850502324256,9.148398018137836e-08,0.3603672594374765,0.025796611846687894,0.00018342099927672092,0.2711146024297781,0.3603672594374765,0.2711146024297781
5653,0.9741204894524979,0.9562801799499216,0.9604407994914768,0.002003523019516752,7.577304114808387e-08,0.348425579213776,0.025555557867798062,0.00017987251522607993,0.2616907393453446,0.3136324901338482,0.2585716723632862
5645,0.9737513964726393,0.9387788068380445,0.943120681615507,0.002402611483479162,8.062884618880254e-08,0.5136330042832792,0.027964088971082962,0.00018476812497926755,0.3110150350199974,0.47472149939799996,0.3077249880781774
3281,0.9726919379280318,0.9554425664405274,0.9554425664405274,0.0019401716405205705,7.219589497215593e-08,0.3688518818926232,0.024772909311315098,0.00018181227729323937,0.2623791939790073,0.3688518818926232,0.2623791939790073
113,0.9735707945109531,0.9241359873475351,0.9599846191359193,0.0021112234951471214,7.10321494424708e-08,0.6319850420783337,0.025242963996094426,0.00018082374439727167,0.27044034901771025,0.3236610117176593,0.2580172906554173
7714,0.9749863950095845,0.9422895889012929,0.9526243353637275,0.0021799721809350413,8.251369760198468e-08,0.4793645892033972,0.025615659676456223,0.0001899085458709972,0.2792695554032138,0.3897118731071237,0.27270916962360325
4086,0.9740366905193328,0.9340258592767684,0.9579436291461679,0.0020751968923322455,1.1152915552722875e-07,0.5585955461972809,0.025302722953147113,0.0001892541268829169,0.28195838409995366,0.34614269207302956,0.27159995017964683
1943,0.9724767757383717,0.9291660023885185,0.9540451979450618,0.0021685931045975918,7.684434144423907e-08,0.6031347693457767,0.026116623616107056,0.00018513809833005696,0.289172510395995,0.3809969608899184,0.27869449610943337
8793,0.9770640502094624,0.950995260315943,0.9582187472775204,0.0021898667788294375,9.115842199620124e-08,0.41026667029588515,0.025110889568569984,0.00019121636576547695,0.27374155203869677,0.34524515802695294,0.26803272824338736
831,0.9743997358693025,0.9567856308066243,0.9567856308066244,0.002074902551894183,1.0115299828666749e-07,0.34829052389567366,0.02584164171417946,0.00019226424928603177,0.27773685761419575,0.34829052389567366,0.27773685761419575
3080,0.9751537338581181,-43.16910003990528,0.9541499334580709,0.00219544328277784,8.760072209447049e-08,393.4269318167367,0.025780177737040975,0.00019327771865150557,0.6342611023595613,0.3823935793907257,0.2791548463476495
6183,0.9739624641478833,-52.8669646921499,0.9523211597125868,0.0018883069112838025,1.0477232550569404e-07,475.8648725517773,0.025201478688084884,0.00019295552796094433,0.6583017473882667,0.397786474487884,0.28295579951560634
6198,0.9736876861568105,0.9473010150973306,0.9574753012730502,0.001963248772517887,8.967791699081731e-08,0.43292310304030773,0.02511140278933146,0.00018567067930179068,0.2719248873201141,0.3437526578940794,0.26356580843475436
1259,0.9758258835582833,0.9541487742863449,0.9574112119321249,0.0019613555118881514,7.826436171526471e-08,0.37974820204891263,0.02461222292775271,0.00018407539145183326,0.2640544268946529,0.3516103576225918,0.2612564318663568
6335,0.9732831086374164,0.8848171161224204,0.9512762111256446,0.0022729104912878164,7.617958768085298e-08,0.9802587122407312,0.026142648148090822,0.00018222941588565624,0.3129885251423713,0.4012963289860865,0.2864108254449634
5648,0.9735758430273131,0.9472192301532815,0.9559103746757985,0.0020908954756874063,7.8621342568595e-08,0.4305170721807336,0.02543762787817917,0.00018499525913249403,0.27749408211501925,0.358170246142251,0.2711649174103077
1209,0.9740267697868137,0.9241441785187696,0.956059282216596,0.0022806009289857328,8.672606760839359e-08,0.6465077405822867,0.02573275862024798,0.00019223880511859645,0.2850390458770625,0.36413022185401284,0.27602881835545146
119,0.974016933859908,0.955708105977163,0.9575910157165293,0.002165393251567848,8.85262014368932e-08,0.35732093934854436,0.0260586982071354,0.00018898080844329234,0.2729226625078853,0.340743224285784,0.2707929770609171
3405,0.9725505528157515,0.9559671151012195,0.9559671151012195,0.002100649605732163,7.885983918612885e-08,0.3672585973984659,0.025802652847874464,0.00018796290021181158,0.27161640336895915,0.3672585973984659,0.27161640336895915
8283,0.9730307066370655,0.9472189255029481,0.9472189255029481,0.00210606052662431,7.960269403089106e-08,0.41491052204388157,0.025639875739349737,0.0001905545168030026,0.2840943408173087,0.41491052204388157,0.2840943408173087
6415,0.9769307312322022,-29.07293629764258,0.9561549014621763,0.0020257556824898305,8.383933503528853e-08,258.4090841769334,0.024747257689271565,0.00018487367794274798,0.5463241220782463,0.35402868268570487,0.2645470002443275
6058,0.9750965678909377,0.3107364671959611,0.9577418779400281,0.0018111781467133013,7.447775266044236e-08,6.133185883286549,0.024703056712251415,0.00018079746495451492,0.327722651034583,0.3541715780465228,0.26997705500276903
9669,0.973971695396643,0.9493916866274085,0.9493916866274086,0.002129766601955187,7.529181168301632e-08,0.4309081445703002,0.026577613584174136,0.00018280926692826828,0.2934413014278557,0.4309081445703002,0.2934413014278557
4548,0.9782488443893262,0.9597219853157384,0.9597219853157384,0.001979782661881374,7.783332562648035e-08,0.3408636183969366,0.025021634021979582,0.0001828698465128778,0.26739825699293607,0.3408636183969366,0.26739825699293607
5191,0.9743329281087666,0.9413089961489719,0.9563021874934714,0.0020798041777150096,7.473093457330413e-08,0.5050766335915274,0.02577423774889957,0.00018302295075226077,0.2799639777589482,0.3709745916112836,0.2713574328535368
2010,0.9750881886867188,0.9555109791052967,0.9555109791052968,0.0019650103174791737,8.228329222196125e-08,0.3804916155548929,0.025212873428411182,0.00018748548453384394,0.2805381704288143,0.3804916155548929,0.2805381704288143
7357,0.9747313060630151,0.9515245936348492,0.9575487875116152,0.002111419560655583,6.909374562535942e-08,0.3996527085685907,0.025756426262988977,0.00017595414127339156,0.268162903311675,0.3485380148530831,0.26283706028466763
9513,0.9728388603832498,-2200.054174795279,0.955282649866256,0.002249484821958425,9.3724364206293e-08,19768.607959213597,0.026101951648554174,0.00018864169136490047,2.6894933513058525,0.3733121359047473,0.28023796445776733
3,0.9735981610676884,0.9517827428459426,0.9517827428459423,0.0023000189037611714,7.774781508464974e-08,0.3956894113999181,0.025951930403761855,0.00018530587343943596,0.27614416447662005,0.3956894113999181,0.27614416447662005
5554,0.9719978099267129,0.9519246891576882,0.9540550220527443,0.0019217483767155657,7.294851648084449e-08,0.3956988110461459,0.025305124042892393,0.00017932001924943818,0.27876233978322623,0.3767727408545997,0.27648326676134716
2803,0.972745497213397,0.906127784144949,0.9484240234864584,0.0027583423925130962,7.694610235299759e-08,0.8100712626004661,0.02697021886643692,0.0001877992726849902,0.29680614306089903,0.4311942067177433,0.2839002762143099
6850,0.9761142708803089,0.9523199337747411,0.9532201584824448,0.0022475735536251896,7.925144458568827e-08,0.39857750986510176,0.02624754374247839,0.000186365410674709,0.28598226151504,0.39030486088508975,0.284499059269135
