seed,loss,bestValidationScore
351,0.004510232186468725,0.9566207073003108
709,0.0061907146017853385,0.9332300007993597
208,0.004834015538168793,0.9517312973856752
299,0.005190599819206955,0.9486353325991862
754,0.004312101321133924,0.9572069791018993
816,0.005525824449474018,0.947409338005607
953,0.005057467688748303,0.9473102583032752
377,0.0045002004091112225,0.9585876307825166
141,0.005051860515692536,0.9509019174161941
790,0.004851488004272252,0.9524967141860831
831,0.0046448932075114245,0.9562168244877217
444,0.004766169647939902,0.9529577605219748
376,0.005342535304967768,0.9381397624831793
338,0.0049688174171331635,0.9522354289358753
275,0.004768120317807348,0.9548579353791338
174,0.004652822622034708,0.950133398801047
357,0.0049664634890254685,0.9521169898050038
63,0.0043058925675281455,0.9562455986305757
256,0.004462936224807968,0.956640941732006
212,0.004763720267039479,0.9494112481078237
812,0.005325681312628113,0.9486278520713111
317,0.004798861066461455,0.9483490144518006
942,0.005036167469669717,0.9489194954818286
859,0.005262910265369033,0.946948414908996
768,0.005056148824959418,0.9501788543230537
569,0.005292417478572011,0.9369715429247726
697,0.005153758358365276,0.9448481774292415
108,0.004621811533228334,0.9529861029821065
473,0.004955796608890613,0.94636471646333
875,0.005319616901764558,0.9465764490984703
287,0.0051021127949104775,0.9484420492680757
618,0.005103309807476862,0.9496482863799107
56,0.0049162819146701025,0.9549297377705558
455,0.0043456951362746245,0.9550658224875015
588,0.006263765753662587,0.9329358397461228
327,0.004574237349693526,0.9534679562730458
398,0.004743735982865043,0.9532158156174168
181,0.005213244872513398,0.9486524311364025
817,0.006358398151667461,0.9332929348366523
963,0.005227738903791293,0.9466062477787108
957,0.004886075351672145,0.9510788604722431
469,0.00541874324106581,0.9458417023053786
216,0.005642568438392196,0.9447292715731979
920,0.005412178067709428,0.946292212992431
238,0.0048967219088628606,0.9530520412082607
186,0.004813628181800549,0.9549883411640909
770,0.004465594315621413,0.9587662975830668
518,0.00439900930401633,0.9583940409747518
947,0.004476595306671203,0.9635406867191381
615,0.005079197034083085,0.9518840145695
522,0.004925857586878061,0.945542246339254
396,0.004391442968689859,0.9595675812397412
727,0.005248692880314123,0.9457197216706907
837,0.005060864834045035,0.9431489704144518
199,0.0048012301792585005,0.9526240243842979
564,0.00498117742718319,0.9476498739352531
925,0.004808620578531965,0.9508907953722524
732,0.0050651923488108765,0.9494083770880755
691,0.004381498156499821,0.960880627426127
27,0.0050590857663010795,0.9482461033307764
155,0.004760991529474236,0.9541451103981465
830,0.004426692876911497,0.9565775502420747
935,0.005311124968165655,0.9454279392656256
610,0.004467592069915551,0.9540239510766365
577,0.007070277903103008,0.9271452510195921
958,0.004510536694818876,0.9514369742241243
789,0.005317751987473424,0.9458784158003644
821,0.004918392267817083,0.9474724541583014
494,0.005404409559168461,0.9443179090922075
759,0.005067112863709383,0.9468327600244878
850,0.005432320173065527,0.9425979636821614
313,0.0048716200749514054,0.9480821980941073
289,0.00464414685794422,0.953226497172483
732,0.0050651923488108765,0.9494083770880755
29,0.004884008574303935,0.9489225859835363
238,0.0048967219088628606,0.9530520412082607
730,0.005471816561960534,0.9415383735503434
839,0.005122100792903371,0.9431692459371807
253,0.004584947080286315,0.9558075949681122
648,0.005309541751512065,0.937315955612697
732,0.0050651923488108765,0.9494083770880755
370,0.004389797000094884,0.9584230010219734
489,0.004947649232172657,0.9501893296782195
976,0.00472827721186148,0.9528868321669118
635,0.005485867878906933,0.9271285294682325
854,0.00530444967367934,0.9494150752059127
285,0.0058582892994837425,0.9383947342119199
35,0.005022754669045085,0.94856517003318
164,0.005669696555031985,0.9459195313315888
999,0.004915145104893263,0.953654736348021
708,0.004848980840081915,0.9525409164302706
908,0.004982724361601462,0.9566268202474127
755,0.0049860290639250175,0.9489613940381715
629,0.0053358383817053425,0.9448974150086814
496,0.004960975018797718,0.9481891211136836
491,0.005570223006835568,0.9362429885287508
254,0.004501526712613718,0.9540550712978835
240,0.0053353185512018,0.9471319726616104
840,0.005050445653201935,0.948057846083994
213,0.004761393447317004,0.9534722704668862
192,0.004760063375701841,0.9533941141981196
