seed,loss,bestValidationScore,testR2
902,0.005068386835442256,0.9451120999169449,-0.6011921972594577
5528,0.005230289829041202,0.946825588436635,-0.6586281517404121
3560,0.004386028935949396,0.9549777809966313,0.16955071679282877
9572,0.004735255763579714,0.9543103355130179,-0.5918541774475541
1446,0.006049892042297402,0.9298555478823478,-0.1191299507534348
6071,0.004374177871143808,0.9594898877767903,-0.397618476065914
8950,0.004412539950418628,0.958813358127136,-0.901696965776749
4748,0.0045600198711370915,0.9556566290432982,-0.7610676870850056
2846,0.00524051037168116,0.946322395780601,-0.5779208666071763
6908,0.005050088216861091,0.9491815174593166,-0.23546194901033934
290,0.004675446230007525,0.9570588982834459,-0.8923065072644949
984,0.005239538743386418,0.9470970516857964,-1.0398303710124446
6537,0.004920549778039129,0.9449539795521776,-0.6706146817413033
354,0.004475406227070811,0.9548302691264879,-0.6687226652636875
9081,0.005194055184255354,0.942317604853916,-0.4772531257857073
4668,0.0052500042773106605,0.9417052734928809,-1.1217935275487045
3356,0.005250619092134442,0.9452396105408266,-1.2321249880999223
772,0.005105151107322613,0.9482297255783209,-0.7723293246354785
3417,0.004791278256788197,0.9531296340760722,0.080101954416067
9463,0.004605425919446004,0.9519037690986392,-0.49691226625705864
9466,0.00489376118081528,0.9521388727696304,-0.7462942829028512
6953,0.005081505702119331,0.9513387421135587,-0.4744844981796265
1124,0.0052092492201620075,0.945770557437506,-0.43993294830474344
2985,0.004789698704479777,0.9573302129357956,0.12602183771768974
3397,0.0052797911272113715,0.9463325143704217,-0.6227246640540501
9677,0.005882671062147278,0.935567182486784,-0.8516717141989693
878,0.004771501987724688,0.9521220677338671,-0.08884196294753861
4007,0.005208018792286141,0.9461111376600396,-0.47853343635809864
6426,0.00485789352766385,0.9488096633504051,-0.7162787661307731
5963,0.005242751203030222,0.9456138772258607,-0.501404289920971
8110,0.004585333193472293,0.9584019091179269,-0.1718895370018163
177,0.004504336090685983,0.9574158313625585,-0.24096032537282433
6296,0.005309568828517736,0.9470073486542004,-0.8193906878106526
4524,0.004461157042359193,0.9544488068918984,-0.0003339963403255301
3558,0.004797692769078984,0.950708476457539,-0.016772418630645086
9935,0.004488558221882138,0.9555553963338621,-0.3320297933634468
4070,0.004538755341784987,0.9555935035379566,-0.27505752176239434
3016,0.004887221862796913,0.9526749933423679,-0.3516968462171552
843,0.005328060089458909,0.948678256287809,-0.9706338170810382
2887,0.0043048656564800575,0.9567783824719344,-0.1136218042326345
417,0.005181377909209595,0.9505909914171294,-0.7164115650323887
3850,0.004966667365215632,0.9493936529225447,-0.486672571575387
2318,0.00483995097057652,0.9484954815251689,-0.5627105528011836
2450,0.005065337868917824,0.949826748333956,-0.8424020263239993
5688,0.005046607023721567,0.9456095806763085,-0.24929162245910122
5459,0.0043513330213394655,0.9573462661867485,-0.18842086702168329
2230,0.004499154374229033,0.9615880972127631,-0.2293065327652919
6784,0.005019906174530189,0.9465061608585331,-0.24105757158102423
5790,0.004938774426279757,0.9501096428730137,-0.3907289736765904
2837,0.005857947265175535,0.9481250453094892,-1.1998416336683642
1861,0.004741128946794399,0.953239703631081,-0.18127707914996452
6429,0.005217178304886865,0.9406932877617851,-0.6365581766380594
9341,0.005135818026371867,0.9389944998108057,-0.6478279658096588
1552,0.004971019035545415,0.9482670819852902,-0.27021796449621976
7015,0.005191511109258658,0.9478481173829958,-0.523530352659113
1663,0.0057020298198918835,0.9273640878973035,-0.5636176885969548
174,0.004828475797446951,0.9542188413962753,-0.46042359568289193
6711,0.004982209786701407,0.9477132750720544,-0.870158979210383
1022,0.00480918799055935,0.9509369402989017,-0.4926335617614144
6466,0.00436793037835119,0.9578496360033794,0.10472093171013312
2448,0.005273617334311807,0.9463441951908212,-0.4546045219037511
4360,0.005156224460243188,0.950869671453748,-0.14679418368553784
3130,0.004605190467886257,0.9535205961401406,-0.7337353864502326
6836,0.005244684385661341,0.9454647650207892,-0.44062928419006636
1324,0.004895466643595264,0.9518130975928192,-0.188229656189141
532,0.004802897529760916,0.9505581141380005,-0.5387553235277975
8857,0.004571935646647771,0.9540475654992999,0.006129860147149187
8186,0.00445902686649311,0.9551824807056137,-0.30851339095191327
4797,0.005370386968199943,0.9447109875971288,-0.432424402837653
30,0.005669453498100603,0.9392855852560574,-0.4305287531008166
1078,0.005000322739887793,0.9495710014759532,-0.4745128197939175
4334,0.005449178895598696,0.9443102226867971,-0.7678245738591242
3049,0.004445778260257201,0.951707105981123,-0.24630139767428402
1493,0.00496452059212927,0.9454772109779729,-0.9217069435858068
698,0.004625203696958748,0.9586944554640272,-0.30213619723897467
9860,0.004812197487520566,0.9538599696020934,-0.6223468857047864
739,0.005199003742763146,0.9465076545942908,-0.9284982621232872
8004,0.004718277636054379,0.9541824540105929,-0.45854342178806
6528,0.004918984773347729,0.9499076495616631,-0.5554560947768192
7556,0.0051017739614691165,0.9450910232198423,-0.28227812479768183
7224,0.00481642564490273,0.9541576829095426,-0.602281901257599
6605,0.00478918064113131,0.9485513844189217,-0.45357283201199955
7898,0.004922662210016742,0.9543996362007219,-0.326719255482449
5169,0.005448325218999292,0.9367906009269626,-0.40294818692932427
265,0.004719248906771674,0.9532990585966435,-0.3486570201837525
4422,0.006525075901183081,0.9309660600632178,-0.3602043537748985
2683,0.004831469651618469,0.9467157595349242,-0.2413900314714752
9443,0.004428124828238181,0.9579731761621435,-0.29099233616562176
6798,0.0054935151089627226,0.947445499051332,-0.8836725487538212
7340,0.004874906326912868,0.9494495867623819,-0.4171113952879506
870,0.005054346082388888,0.9446568150244179,-0.5900363374798919
9822,0.005347613054403056,0.9393255621610072,-0.2230003595574167
4790,0.004456237914977837,0.9555520328469532,-0.4218016321352722
910,0.0046262110076074146,0.9536622488157218,0.02736075523563412
1906,0.0053144187907053575,0.9494718002848761,-0.14167532169966426
6149,0.004851040019388277,0.9475196263189606,-0.25825184930457334
9488,0.005080014692479556,0.9530619405711666,-0.46796753114319856
7940,0.005553085445417503,0.9335352301064367,-0.5871625164410008
4715,0.0050349964965065355,0.9485475744190413,-0.35534723278747965
8657,0.004618076307465087,0.9586271471700956,-0.8381124834369303
5261,0.004752906672909059,0.9525934858930931,0.1665625142649282
4902,0.005101896513966862,0.9395719456612485,-0.9286645713725217
