seed,loss,bestValidationScore,testR2,testR2Real,testR2RealNoOutiler
8272,0.013176140304740359,0.9745566081521543,0.9733344079438256,-6.890857610545723,0.9577207243558098
8257,0.013122742783360175,0.9732437103120564,0.9702754392039913,0.8851065314391935,0.9427222824786741
5816,0.0134055828835646,0.9773763938149217,0.972618641858376,0.9500310390297768,0.9500310390297768
3276,0.013365912923212642,0.9738060066032818,0.9739960248008385,0.9431077648564786,0.9488379877287269
7129,0.013313240518613578,0.9748031863137813,0.9739425226847166,0.9267932044097894,0.9475333192414667
8697,0.012764622550333768,0.9744136570602636,0.9758556760406837,0.9535716776614981,0.9535716776614979
3747,0.013736547021688328,0.9711141682961735,0.971625625732795,0.953071599691517,0.9563402582450689
1486,0.012810838154319529,0.9759541462952205,0.974824119831058,0.9224615704300061,0.9532537588109545
6260,0.01283618572025943,0.9732404079275646,0.9724564354497615,0.948252985234236,0.9536452570176461
3768,0.01331946466130524,0.9758849342231007,0.9749123128446016,0.9480303226129335,0.9551072917867026
4612,0.013213103107096457,0.9746440660053465,0.9721173715450547,0.9482961645698763,0.9512760690219744
8944,0.013327405013907561,0.9750243261567612,0.9740297681775697,0.9305815592722704,0.9342307871936469
8548,0.013165685987933823,0.9727028874629888,0.9734424990371121,0.9366798748004211,0.9388373563132001
4046,0.013242866885458168,0.9743986134599126,0.9733562552187663,0.94548873332129,0.94548873332129
6631,0.01282218072655022,0.9743941607025085,0.9756259692900778,0.9221608230733896,0.9429089780053049
177,0.01527015307143639,0.9680319834496025,0.9687678460711107,0.6923625490703621,0.927805413296979
3845,0.013112837425979742,0.9766014158296823,0.9755374902940471,0.8513200538134286,0.9424504143013722
662,0.013094222520892956,0.9758230158929907,0.9727075847555703,0.9506231793977902,0.9521189532893909
3325,0.013424573321107561,0.9760062134386099,0.9744756826795218,0.9434710922804962,0.9500907747306494
4645,0.013104043833834435,0.972234011616656,0.9729386148337967,-0.7733055766640953,0.9461007842879368
7966,0.013119035696428442,0.9752111449409764,0.973034986136457,0.9444963110641048,0.9502668217775868
9235,0.012797463725471156,0.9745680194598965,0.9747389745526202,0.9515561938490982,0.9534224278749011
3274,0.013273191213047743,0.9755552272856423,0.9704010460488801,-2.1916496796684757,0.9622521403105407
7573,0.01303666283590415,0.9748352594276795,0.9762529257125121,0.9120874458759779,0.9526188550387177
7845,0.013686401167965618,0.9726215496556305,0.9708899190558372,0.9267035159717563,0.9388650092857218
3020,0.013026194012230848,0.9729674933541306,0.9744463190871361,0.9492856546238991,0.9514791669695241
7270,0.012849230688847023,0.9765624377844001,0.9714359968168997,0.9575106383029893,0.9575106383029895
6362,0.012831106422116137,0.9730241343485023,0.9722665731804913,0.9198443734360543,0.9388984069710352
6037,0.013193925094421279,0.9733771137432625,0.9755954718441897,0.9413034049694358,0.9413034049694357
5702,0.014759347932423223,0.9710204071493925,0.9734101161811398,0.9107073289962373,0.9343146569941961
6717,0.01286108258255754,0.9750233278055256,0.9734735324348223,0.8208816863657153,0.951343773486704
4210,0.012902279497438765,0.9710596771045895,0.9745329321782212,-0.15027869956553438,0.9494819361940929
3193,0.013315036585279468,0.9750491616785554,0.9740972287025952,0.943172350733238,0.9468581165901272
6290,0.013019347525527955,0.9718567776177154,0.9744632581791426,0.8998285649934648,0.9525203593530556
1117,0.01343054370521312,0.9728407575973147,0.9722738989745864,0.9247361567118276,0.9462594057794614
6878,0.014111627793374704,0.9734958185234234,0.9703773415469882,0.897241153547585,0.9302907640915246
3718,0.013708899667953935,0.9730884582065498,0.9710226594717944,0.8776854080747866,0.9489532310056349
4417,0.01299504175395472,0.9735421258220232,0.9719622700172673,0.8683569734551694,0.9506337816789804
6124,0.014083703031446182,0.9749214861724492,0.972047619400127,0.19972657302571464,0.9544138798154117
600,0.013645680032313657,0.9714353040383594,0.972584757424542,0.9387297662019556,0.9507558041232403
