seed,loss,bestValidationScore,testR2,testR2Real,testR2RealNoOutiler
2604,0.01272383444481606,0.9732698283602977,0.9736422679352582,0.9642327801526432,0.9657478793613304
4515,0.013034334633902822,0.9746426028143224,0.9756383025819105,0.7530201620948699,0.9415132495511851
8925,0.012756874894482585,0.9740311293173082,0.9694426932954544,0.9450165891933695,0.9475162512243932
7630,0.012956368941838775,0.974028447833053,0.9722658178818921,0.9385989776536324,0.9456359850572728
973,0.013583918117208663,0.9732966068758571,0.9731732746344179,0.852052409129877,0.9496925919941974
231,0.012742237216840448,0.9736584617050519,0.9732520022927439,0.6578946085185639,0.9436300396898479
1778,0.013135224930497392,0.9739978754030313,0.973228178281787,0.5578311495702838,0.9588154999825993
4860,0.01279756026161524,0.9738790239896035,0.9747119998440915,0.9297135338953221,0.9478538765174797
2649,0.012848586778464524,0.975622507516927,0.9716698401810856,-5.250114428962232,0.9423253625952753
741,0.013122631411283487,0.9735963582700006,0.9749497728951169,0.9532958260017019,0.9584763920006386
2481,0.013147584256540295,0.9723300020733028,0.9728870805670917,0.9542239163984493,0.9542239163984494
7935,0.013037020004407693,0.973401294726396,0.9725188409582813,0.9350314557092063,0.9592880282744828
2590,0.013666653588099424,0.9715297232908569,0.9729887432821003,0.9381297571907504,0.9464073013916586
7593,0.013264545609959436,0.9742886694082857,0.9738867646488627,0.8918099837404406,0.9574430836372644
2512,0.01277989642540627,0.9730616512145261,0.9741168378940451,0.95185195050807,0.95185195050807
3437,0.013203457119399528,0.9733471986959567,0.9721903690287426,0.9450652550038156,0.9482392685970189
2192,0.01367676038217312,0.9721767796392028,0.9715015260149782,0.9102948478041996,0.9277041881480429
5421,0.01297602981392694,0.9763093398712641,0.9716528033048116,0.940852550832726,0.9490164875219936
1598,0.012874640112857353,0.9742703146214428,0.9726259733642264,0.921138249677813,0.9461815228348405
3515,0.012736142135486097,0.9737757569519284,0.974183035308152,0.956825347289695,0.956825347289695
852,0.01328288360585195,0.974507935491649,0.9728450177696079,0.9576152366018001,0.9588370433958414
2366,0.01297115003524777,0.973492487045533,0.9751863749494648,0.9126441181286923,0.9484331904856932
3206,0.013228136275788099,0.9740749277927535,0.9725803401366903,0.9367337609103282,0.9483070533679762
6901,0.013592078688168441,0.9713736399733705,0.9750171844797606,0.9275195513574651,0.9449102335378705
7045,0.013599917937951022,0.9750217643222903,0.9737778127842395,0.7369115179647959,0.9456011235807251
2144,0.013263052121165611,0.9712008881753215,0.9735852746849769,0.9480130355729038,0.9493645838596096
3350,0.012820079897755599,0.9722472488193642,0.9745958678602515,0.6858045116576376,0.9548408884383051
303,0.012935874652054983,0.9720838078209074,0.9751241041976465,0.936061153478588,0.9398389887428218
1233,0.013621329698913326,0.9730774042085507,0.971600388896504,0.9489801217861693,0.9504680436164378
3675,0.012968329185275376,0.9736115743044705,0.9743637466685078,0.9083186268662304,0.9486048573907193
3955,0.0132476229151783,0.9752155025658361,0.9722783627769056,0.9437361356449899,0.9548106623952516
6074,0.013637849892289416,0.969793211512088,0.9713151915048152,-0.33089091793571085,0.927100379138913
5309,0.014017955544691709,0.974617599882309,0.9742423777864216,0.9451972399573538,0.9463216185261977
1360,0.014539110510085412,0.9715050943202117,0.9705234428704763,0.3246566152725167,0.9249892499351523
7085,0.013625297084245582,0.9724124160621682,0.9713802391035814,-4.673880734063316,0.9588262268327586
1370,0.012973001754838422,0.9735953486903116,0.9767055810545161,0.9538880267163599,0.9538880267163599
3415,0.013058116244886064,0.9731384348924998,0.9723605090338299,0.9449723745389309,0.9526854500785137
3327,0.013441926606528149,0.9719766518396632,0.9751205481363555,0.9471026199364428,0.9493391346567095
3023,0.013072511434624085,0.9763288954545163,0.9761471367501491,0.9593288179546254,0.9593288179546254
6873,0.013595418151911226,0.9708640146931647,0.9738616851007361,0.9176930500496291,0.9378163295151243
1475,0.014091635734321397,0.9726329267331074,0.9730911849850519,0.9286381351921035,0.9335956480350577
9189,0.014426487019596245,0.9736896873237885,0.9695699447737973,0.4391014663154198,0.9270352757549022
3162,0.013151198085075628,0.9752653569260996,0.9728382542201283,0.947001514506758,0.951110559343494
9714,0.013074689322374794,0.9750310771306854,0.9756385847093259,0.9355741666402864,0.9398669747915266
129,0.01310065854059231,0.9745046382584636,0.9712282990870537,0.9002621623777035,0.9607052202427248
5711,0.012969077154130476,0.9739742470951948,0.9703019390998125,0.9493811862657853,0.9493811862657854
5058,0.012880005340473686,0.9753385156980735,0.9755759269317906,0.9544827805233868,0.9559841552885168
7011,0.013140562187759657,0.9732006376432013,0.9745978544073877,0.9408468704178573,0.9503970515414565
4412,0.013165164577286333,0.9735212161086558,0.9743758184896708,0.7471569231830011,0.9432517732966276
2377,0.012851292444352418,0.9766756497393357,0.9763039351330932,0.9556543501773266,0.9556543501773266
9,0.01331049621600309,0.9718686486946572,0.9748744800489956,0.9150308608387596,0.9450006626079365
4197,0.013286423470703452,0.9755258818866338,0.9740298075166655,0.9482880959464213,0.9504091683036839
8783,0.013003148830564854,0.9748161904000382,0.9764360890647641,0.8979194612339931,0.9538542619189384
858,0.013281966390191233,0.97349593378623,0.9723158103733739,0.8524609295879505,0.9514310122340407
6303,0.012890989455949482,0.9726764567438573,0.9719314004327116,0.9462063690265481,0.946206369026548
6005,0.013387456349460675,0.974866075352903,0.9725910245979779,0.7970693231689193,0.9461179196244823
8028,0.014371670369728506,0.9710498442856726,0.9704907483082889,0.9222224083356929,0.9467188336464899
5873,0.012850335094102465,0.975596497743505,0.9758383091440468,0.9541789856009454,0.9541789856009455
1859,0.01315446666056519,0.9745582437781263,0.9742930502977348,0.9373136539362869,0.9522950607292562
7778,0.014262229894879902,0.9707253133937144,0.9715323101077299,0.4363833900647907,0.9520909238868843
