seed,loss,bestValidationScore,testR2,testR2Real,testR2RealNoOutiler,mseRotTrans,mseAxLength,mseMElong,maeRotTrans,maeAxLength,maeMElong,mseMElongNoOutiler,maeMElongNoOutiler
9235,0.012797463725471156,0.9745680194598965,0.9747389745526202,0.9515561938490982,0.9534224278749011,0.0017418128087639696,1.9321790991738573e-06,0.4015326167606969,0.026636492743815406,0.0010306872946926867,0.303811960090019,0.3850870320972502,0.3016992221078259
2871,0.012911049560193724,0.9739997916343454,0.9729470834310349,0.8880820383749661,0.9534494534998111,0.0018342093454183433,2.061147392113498e-06,0.9503396796913065,0.026026586668824136,0.0010932834641564746,0.3259072007275666,0.382619846895873,0.30200022442661323
8975,0.015387349448101337,0.9718022281929701,0.9687997156782563,0.9237179303906481,0.9284308567286175,0.002701253715523696,2.876833783415157e-06,0.6226698384126426,0.030928308558208693,0.0012248733354552643,0.36736767452308483,0.5819100063780235,0.36276865633396727
1754,0.013968813511653326,0.9701048508333695,0.9713981504858574,0.9349690113925021,0.9384566708788201,0.0021112356457992617,2.729325610496085e-06,0.5533260935335823,0.02879188038917347,0.0011553514506010513,0.34094533204160504,0.5222112966261779,0.3380196737060704
6305,0.01309832627449559,0.9759845308384095,0.9735365212245016,0.9496431973952072,0.9591810869316301,0.0017216381212997397,2.349526033182698e-06,0.4199553348036999,0.026284097716394873,0.001203650228282461,0.303452576733659,0.3361451479625016,0.2966157078701158
1998,0.01352882960747774,0.9738836173885081,0.9702013379188722,0.9396724486825977,0.9479807360092382,0.0017222734900308398,2.258295955809995e-06,0.49421359943993237,0.025959194292242117,0.0011543037586228553,0.313354597347728,0.422830040808617,0.3070919496863572
3882,0.01305755530339655,0.9746063296855015,0.9746889012520511,0.9075503178098749,0.9604884283721655,0.0019902500068645144,1.7519386956134621e-06,0.8045200551665014,0.028750859119151373,0.0009937516615515986,0.3126490026815423,0.3283809277073063,0.2939516944943035
5874,0.013490584814496196,0.9770668932035625,0.9722516184459501,0.9410497780448104,0.946256500296489,0.0017019227389862659,2.1949137233483273e-06,0.5032016635171189,0.02612640818078402,0.0010517195056008294,0.31306089244319285,0.45662506780641626,0.3080672138128758
2749,0.013809984886161792,0.9729788315586144,0.9729312210038077,0.9411854635007048,0.9471978225486378,0.0019915809963459677,1.9323259362158246e-06,0.4999691544499373,0.030283227007655684,0.0009785478070993446,0.31713807187369536,0.4457745368898149,0.31180444892405296
9817,0.013239388014050389,0.9779298489173164,0.9751057205937849,0.952890121460939,0.952890121460939,0.001991374969527478,3.982824557984937e-06,0.3871258269167902,0.02973357587761815,0.001500491257071458,0.30363696537357115,0.3871258269167902,0.30363696537357115
3642,0.013140316595516023,0.9737441257143541,0.9720756017584177,0.9525493635122629,0.9525493635122632,0.001976985360037704,1.9751667755652463e-06,0.3919865686871896,0.028927266566396742,0.0010835009177735694,0.2907613043552465,0.3919865686871896,0.2907613043552465
5711,0.012969077154130476,0.9739742470951948,0.9703019390998125,0.9493811862657853,0.9493811862657854,0.002057785054689461,2.179186071284367e-06,0.43203070055615594,0.02836889245434865,0.0010544343791170894,0.31674450290452894,0.43203070055615594,0.31674450290452894
8837,0.012712504022333999,0.9752527276800086,0.9754340879249964,0.9327474342646891,0.9580762060308884,0.0017629281533712645,2.9986617429175706e-06,0.581267679335732,0.02518604371177446,0.0012330097627098885,0.2853352265425939,0.3535205604615064,0.2772516646971258
4490,0.013107512236865055,0.9736599098180143,0.973106304421199,0.9472129247697927,0.9472129247697927,0.00165614980317223,2.53111640259632e-06,0.4553678308427633,0.025711043201398828,0.0012095073503065837,0.32190271392486647,0.4553678308427633,0.32190271392486647
7747,0.013528041703266302,0.9730580697611124,0.9760738232861291,0.9471921749232792,0.9471921749232793,0.0018265788248113082,4.79659744074755e-06,0.4336675849834456,0.027289034331636198,0.0016192904843618575,0.3139210288133465,0.4336675849834456,0.3139210288133465
33,0.014159742782151364,0.9694754687210988,0.9672975030142482,0.894287902104785,0.9257114040829837,0.002545286673534885,2.516899828654418e-06,0.8992231559576629,0.0325334371513273,0.0010931569350265597,0.40010374346638816,0.62129199907488,0.3823287887763584
4262,0.01310671120954019,0.97481725651259,0.973517114520107,0.8771766978441646,0.9537675372100232,0.0016072947607861502,2.019596474235501e-06,1.0794253632893147,0.02528582574238847,0.001045547005439648,0.3106280924689243,0.39345980670825004,0.2965470807633625
8637,0.013100799471168443,0.9715645902581697,0.9721889142023725,0.9528806858654711,0.9547864638472486,0.0017104102514833178,1.6568084095884919e-06,0.3998023991966265,0.027142598588380158,0.0009357022035859642,0.31179391134167606,0.38255484063677514,0.30963087101736403
5687,0.012829553371906314,0.9751105745831173,0.9720288146115775,0.9564680874862342,0.9606085537357455,0.0016084990861643454,1.5447116772245708e-06,0.35333698567975536,0.025156372283407554,0.0008623257102542696,0.28507544172327504,0.31761392393410254,0.280668289979796
2888,0.013210072181562877,0.9744589395229525,0.974500118408145,0.9407677084319525,0.9471379289304726,0.0015034094488120169,1.603817914447129e-06,0.4906974789089494,0.024003944560336325,0.0009210532922309496,0.315771298197046,0.4353912303490155,0.309107754316708
1780,0.014228776809419095,0.9714189343445186,0.971675531674088,0.9261672968760716,0.9343689774818108,0.0025970478574672408,2.3261086554120834e-06,0.6203325321440782,0.03101709699844437,0.0011111697653957532,0.3639843016652668,0.5471091586357102,0.357818514660204
26,0.012901992110731899,0.9726023695281668,0.9733347658091279,0.8617968095285778,0.9607091328925983,0.0019275000969884225,1.8774046967548418e-06,1.226901185387081,0.027100815624067586,0.0009845401839262409,0.3164056670534616,0.3331282430490328,0.289409419124878
6960,0.013292659763107175,0.9721055443128869,0.9751436295862445,0.278094530291557,0.9530611625913904,0.001863232189803807,2.3141923754644296e-06,6.457532055597008,0.02499257682082335,0.0010823965787155286,0.36542133109408564,0.3989042818782745,0.3002132055668063
1303,0.013200313105486576,0.9737274470286859,0.9720625574700809,0.9533761752493791,0.953376175249379,0.002156399189529631,3.643949502250398e-06,0.3751699300720335,0.027592772973944794,0.0014359325789484335,0.3039011717379741,0.3751699300720335,0.3039011717379741
54,0.013306881770233337,0.9735838769892108,0.9731048414963731,0.9291512938633,0.9531537396871567,0.0018072945534019166,1.7352717511597513e-06,0.607680495515098,0.02588821828155857,0.000942258365529349,0.30986171009035585,0.39334883236100826,0.3020291895423285
3273,0.013267938192962878,0.9748305360056313,0.9734693275536461,0.643504348308596,0.9431468086548084,0.0017549687442093786,2.287526122560002e-06,3.15845254367436,0.02410435284129387,0.001130082521829825,0.36723002947361105,0.4867048807732196,0.33015413841028596
1389,0.012919933238869596,0.9737080471132854,0.9717408521214986,-3.2503566941264146,0.9567228019330324,0.0029568172522016455,2.660355544331878e-06,38.303526065090324,0.03093695218255632,0.0012880624164628683,0.4008732550235491,0.3613551025105129,0.2866107572344723
7657,0.012689865514441203,0.9729154551215852,0.9716944127163121,0.9588875302190196,0.9588875302190196,0.0017061850956403587,2.4301638379806156e-06,0.3463116921464785,0.02714617211688024,0.001193805744785096,0.28625141979015123,0.3463116921464785,0.28625141979015123
2973,0.01325280730728943,0.973136265540188,0.9744252613377422,0.9559421917690862,0.9559421917690862,0.001705099296108576,1.6093344308602119e-06,0.3779437086578595,0.02697534713604813,0.0009019563248383345,0.30587061308406993,0.3779437086578595,0.30587061308406993
8954,0.01322873305192822,0.973072983052071,0.9763719107854328,0.9599525697058762,0.9599525697058761,0.0014238390841099255,3.923857638341559e-06,0.3424103955989893,0.025009470458565306,0.0013352706300615294,0.27283923766692386,0.3424103955989893,0.27283923766692386
232,0.012877730363050429,0.9715473008415932,0.9753340550552284,-1.7014456757323089,0.9401904666201352,0.001968074631189801,2.0555221275855704e-06,24.119705337595587,0.025381566630222174,0.0011227779071823795,0.45406942058254574,0.5124321597812131,0.33334176563306317
5419,0.01302958656469568,0.9766575584522047,0.9750003458997156,0.9595130173669849,0.9595130173669849,0.0016561740387395312,1.4834862928726094e-06,0.33948313125516016,0.024566513396845322,0.000887210154507925,0.2840625405949013,0.33948313125516016,0.2840625405949013
5994,0.013166234344568413,0.973006976411727,0.9750677809016532,0.9345895214772825,0.9436034135411516,0.0022213181443184495,2.8861550399764347e-06,0.5452602801290599,0.030257338098213345,0.0013165613881677082,0.32483078114115155,0.46559247374090296,0.3157507032177703
6463,0.013037621321710014,0.9743333335883243,0.9740754439311895,0.5932570832925951,0.9614207075557135,0.0024760688975020637,2.181819164373648e-06,3.6114186497642233,0.02758173365349173,0.001055508469031198,0.30241296061726364,0.31324240105362866,0.2681883112963899
2613,0.013125912040039484,0.9739801854812798,0.9734750648659997,0.8850685798502277,0.9485079615126096,0.0012770123171201835,2.3292428062219956e-06,1.035355280363195,0.023047907225306474,0.0011036540440035312,0.3342152776609459,0.4540825488231881,0.31547355696182877
887,0.014188352102173903,0.9719662231097145,0.9719710472972981,0.5853313636315696,0.9257842396985572,0.0028111674946020267,2.199470002297482e-06,3.5684013312916236,0.03229241176695933,0.001093063128579096,0.39228487198402356,0.6090195133205323,0.35951270360916265
9312,0.0149850961617119,0.9697306696426682,0.9709850776637435,0.8358533721501367,0.9255342291644303,0.0020886401693895698,4.6517713695331775e-06,1.4336727442250838,0.02819238497563503,0.0016349205514373435,0.40484679011403407,0.6352247877024992,0.375634817638061
5623,0.015017331109971936,0.9662748550875756,0.9709826649009204,0.8824173022354705,0.9281883151482612,0.002041580726764809,3.1680208753095283e-06,1.0451486193273605,0.029934440226273507,0.001251301611642779,0.4312266815052789,0.6265168648253204,0.4014539552736544
1580,0.012872094025369476,0.975586917570661,0.9749674028178253,0.945754960412099,0.9457549604120988,0.0016351902466540857,2.6157252315277824e-06,0.44830881706833986,0.02363810425948885,0.001253681919532224,0.30237877106767214,0.44830881706833986,0.30237877106767214
