hiddenLayerSize,trainTime,loss,bestValidationScore
"[15, 15, 15, 15]",0:02:16,0.15226330392876586,0.6964510458649498
"[15, 15, 15, 15, 15]",0:03:25,0.14508227558538925,0.711596489007162
"[20, 20]",0:03:33,0.1681780297979181,0.6633204492066836
"[20, 20, 20]",0:02:14,0.15406251653803613,0.6854809205809275
"[20, 20, 20, 20]",0:01:50,0.14766928731810963,0.7056248001826172
"[20, 20, 20, 20, 20]",0:02:11,0.14176486613073505,0.72498718581225
"[25, 25]",0:02:12,0.16634361994743074,0.6695846362358292
"[25, 25, 25]",0:02:34,0.1481977687993544,0.7063323952296253
"[25, 25, 25, 25]",0:02:43,0.14178417575929786,0.7211522604625733
"[25, 25, 25, 25, 25]",0:01:44,0.14373932049195237,0.7183034970885277
"[30, 30]",0:01:57,0.1679849424022528,0.6607870392461977
"[30, 30, 30]",0:01:13,0.1543213729726972,0.689098277380097
"[30, 30, 30, 30]",0:02:44,0.1398221545076574,0.7314074527310908
"[30, 30, 30, 30, 30]",0:01:57,0.1404586385825931,0.7258844934901525
"[35, 35]",0:03:20,0.15842730667477775,0.6854443803131094
"[35, 35, 35]",0:00:45,0.16110505769538228,0.6717093483040104
"[35, 35, 35, 35]",0:01:37,0.14519439134124837,0.713995388103902
"[35, 35, 35, 35, 35]",0:01:35,0.14460778140543304,0.7194914761916094
"[40, 40]",0:01:48,0.16627937540681945,0.6634487396203705
"[40, 40, 40]",0:02:27,0.1457197496696559,0.7115842532354998
"[40, 40, 40, 40]",0:01:45,0.1450660688003136,0.7203182986997092
"[40, 40, 40, 40, 40]",0:01:50,0.15370889295959891,0.713955900200849
"[45, 45]",0:03:30,0.1582970714184634,0.6828935105155182
"[45, 45, 45]",0:01:58,0.1471497776782193,0.7037138533236377
"[45, 45, 45, 45]",0:01:35,0.14416877686092874,0.706428518211124
"[45, 45, 45, 45, 45]",0:01:46,0.14381314759205624,0.7066599424478595
"[50, 50]",0:03:22,0.15918421718461215,0.6786525421912467
"[50, 50, 50]",0:02:09,0.14486183372686728,0.7094935478848813
"[50, 50, 50, 50]",0:02:06,0.14454839954294113,0.708289478733627
"[50, 50, 50, 50, 50]",0:02:43,0.14169904154483554,0.7257285387535551
"[15, 15]",0:04:52,0.16752839677303982,0.6692176612437112
"[15, 15, 15]",0:03:21,0.1545402009363098,0.6921669936509635
"[15, 15, 15, 15]",0:02:37,0.14868518175308265,0.7158051418617158
"[15, 15, 15, 15, 15]",0:01:58,0.15193228390074603,0.6949968210235721
"[20, 20]",0:02:09,0.16927896160966946,0.6598616675540491
"[20, 20, 20]",0:02:39,0.148003788184614,0.6965390955824758
"[20, 20, 20, 20]",0:02:48,0.14219993903013575,0.7145077107196455
"[20, 20, 20, 20, 20]",0:02:07,0.14357774763148914,0.7155796585360891
"[25, 25]",0:02:17,0.16863430051967193,0.6610700956407597
"[25, 25, 25]",0:02:04,0.14976174442098292,0.6972797724667735
"[25, 25, 25, 25]",0:01:18,0.14647055715409765,0.7073456909419406
"[25, 25, 25, 25, 25]",0:01:06,0.15057405226566764,0.6914161126911219
"[30, 30]",0:02:17,0.16350914798396848,0.6705184395024398
"[30, 30, 30]",0:01:05,0.15693133877771007,0.6821315272856907
"[30, 30, 30, 30]",0:01:19,0.14617494515893076,0.7057644576973391
"[30, 30, 30, 30, 30]",0:01:35,0.14290514803759605,0.7180765609462277
"[35, 35]",0:02:11,0.16587038569335813,0.6673436570535887
"[35, 35, 35]",0:01:11,0.15428600201286405,0.6864696468927832
"[35, 35, 35, 35]",0:01:03,0.1486873370571469,0.6967544080047894
"[35, 35, 35, 35, 35]",0:01:12,0.15063969675212224,0.7123511052189095
"[40, 40]",0:03:13,0.15817944536381096,0.6892669209129849
"[40, 40, 40]",0:01:49,0.15224166917641038,0.697265461002163
"[40, 40, 40, 40]",0:02:04,0.14168617066216008,0.7287228003377093
"[40, 40, 40, 40, 40]",0:01:48,0.15035177354380821,0.7162769151102623
"[45, 45]",0:02:29,0.16296956492078146,0.6748339176005697
"[45, 45, 45]",0:01:48,0.14773309722945635,0.7033658548779546
"[45, 45, 45, 45]",0:02:28,0.14031824960716094,0.7264868347913779
"[45, 45, 45, 45, 45]",0:02:19,0.14457162378658903,0.7204509634666074
"[50, 50]",0:02:36,0.16180313086468864,0.6787104569418595
"[50, 50, 50]",0:02:44,0.14440805698013148,0.7144850293382045
"[50, 50, 50, 50]",0:02:43,0.13881170041379984,0.7260885818809539
"[50, 50, 50, 50, 50]",0:02:50,0.14320600096472594,0.7300489414799897
"[15, 15]",0:02:51,0.17600305118041723,0.6516580763263377
"[15, 15, 15]",0:02:33,0.15865742433854338,0.6847286762024245
"[15, 15, 15, 15]",0:01:27,0.15287517049817345,0.6941440541797625
"[15, 15, 15, 15, 15]",0:01:35,0.15030075060942372,0.6985272234809806
"[20, 20]",0:03:27,0.16592469960605252,0.6716685299656765
"[20, 20, 20]",0:01:53,0.15526164186519606,0.6828002410950916
"[20, 20, 20, 20]",0:01:33,0.14876519781496245,0.7042676151171308
"[20, 20, 20, 20, 20]",0:02:17,0.14243591714622558,0.7218332810621589
"[25, 25]",0:02:43,0.1669185170880441,0.6685212138205557
"[25, 25, 25]",0:02:52,0.147188259260127,0.7125880750263004
"[25, 25, 25, 25]",0:02:10,0.142505589748966,0.719581748434773
"[25, 25, 25, 25, 25]",0:02:05,0.14049325612246832,0.7243188248029065
"[30, 30]",0:02:47,0.16141217178414288,0.677809810004005
"[30, 30, 30]",0:02:15,0.1476369034540627,0.7041920296819807
"[30, 30, 30, 30]",0:01:47,0.14357572766005122,0.7140020449189226
"[30, 30, 30, 30, 30]",0:01:28,0.1450625206927171,0.7101294693763965
"[35, 35]",0:02:11,0.16471049477125357,0.6746892747087437
"[35, 35, 35]",0:01:16,0.15455926258520575,0.692960158777297
"[35, 35, 35, 35]",0:02:01,0.1411925590533953,0.7235182055188559
"[35, 35, 35, 35, 35]",0:01:01,0.14721448247452396,0.6992516446193027
"[40, 40]",0:03:41,0.1590071520314407,0.6858678095427254
"[40, 40, 40]",0:02:17,0.14904727063586243,0.7069104317598006
"[40, 40, 40, 40]",0:01:16,0.14980087388372376,0.7006038161238427
"[40, 40, 40, 40, 40]",0:01:50,0.1435608509641368,0.7075313072811489
"[45, 45]",0:03:13,0.1588365356538703,0.6813016569438659
"[45, 45, 45]",0:01:36,0.15289225038961893,0.695466139159462
"[45, 45, 45, 45]",0:01:46,0.14483039218339575,0.7120383728932081
"[45, 45, 45, 45, 45]",0:03:01,0.1425134303784713,0.7269300975924775
"[50, 50]",0:02:53,0.16071829947773372,0.6839617792184544
"[50, 50, 50]",0:02:03,0.146598506453226,0.7049217264696752
"[50, 50, 50, 50]",0:01:56,0.14407514865293833,0.719552848426931
"[50, 50, 50, 50, 50]",0:01:32,0.1476909758301774,0.706011862332674
"[15, 15]",0:02:57,0.17622275680071273,0.6444342458042176
"[15, 15, 15]",0:03:34,0.1591725536910615,0.6834814781656465
"[15, 15, 15, 15]",0:02:04,0.15249186663472933,0.6926178557176813
"[15, 15, 15, 15, 15]",0:02:02,0.14911425992069266,0.7045120758991441
"[20, 20]",0:03:10,0.1658002800262353,0.6714846108871718
"[20, 20, 20]",0:02:18,0.1501476153626734,0.7000786036480523
"[20, 20, 20, 20]",0:01:43,0.14898654865335217,0.7043686126169119
"[20, 20, 20, 20, 20]",0:01:13,0.14900562733662734,0.6960928589430458
"[25, 25]",0:02:37,0.16538775470869138,0.670947367354027
"[25, 25, 25]",0:02:34,0.14952060443364018,0.7006641534125402
"[25, 25, 25, 25]",0:01:40,0.1442460320714595,0.7139417977044186
"[25, 25, 25, 25, 25]",0:02:16,0.18905123209170852,0.7238948259154624
"[30, 30]",0:04:00,0.1593338097223915,0.6804877970686792
"[30, 30, 30]",0:01:34,0.15057847649132752,0.6968002254757509
"[30, 30, 30, 30]",0:01:52,0.14242094171427497,0.7183978883703531
"[30, 30, 30, 30, 30]",0:01:39,0.1418146133653374,0.7214456064523703
"[35, 35]",0:02:24,0.16493680100111963,0.6672785746431948
"[35, 35, 35]",0:02:44,0.14273799522287836,0.7194924611597114
"[35, 35, 35, 35]",0:02:21,0.1408448210327963,0.7206085075603728
"[35, 35, 35, 35, 35]",0:02:04,0.14008136429504586,0.7306718901213666
"[40, 40]",0:02:57,0.16085403178737537,0.6881209203463801
"[40, 40, 40]",0:02:57,0.14486138306172242,0.7122722311405046
"[40, 40, 40, 40]",0:01:30,0.14451008340585558,0.715368540069322
"[40, 40, 40, 40, 40]",0:02:33,0.13949675352128557,0.7248211631687987
"[45, 45]",0:02:31,0.16163545776769045,0.6791756472217724
"[45, 45, 45]",0:01:51,0.14980583250081395,0.7059874925239061
"[45, 45, 45, 45]",0:02:00,0.14874420749857656,0.7197821906442199
"[45, 45, 45, 45, 45]",0:01:26,0.14904099381564842,0.7053026046484706
"[50, 50]",0:01:45,0.16667844049851901,0.663499757893045
"[50, 50, 50]",0:02:18,0.14557081715242257,0.7145341051023153
"[50, 50, 50, 50]",0:03:18,0.13837988789907432,0.7289666153826292
"[50, 50, 50, 50, 50]",0:01:26,0.14643256536193733,0.7107519189302668
"[15, 15]",0:02:39,0.1725167390115165,0.6539710948820684
"[15, 15, 15]",0:02:38,0.15965023177274174,0.683833904197051
"[15, 15, 15, 15]",0:02:59,0.14995723869158284,0.698989003973801
"[15, 15, 15, 15, 15]",0:01:15,0.15135139537926706,0.6957158220868734
"[20, 20]",0:03:10,0.1670597456774123,0.6611169765754937
"[20, 20, 20]",0:02:13,0.1510793673846992,0.6990633886443532
"[20, 20, 20, 20]",0:02:00,0.14624965415139105,0.7032860170485505
"[20, 20, 20, 20, 20]",0:02:48,0.14337948501913758,0.7187882551941328
"[25, 25]",0:02:05,0.16948970553531903,0.6642455347562691
"[25, 25, 25]",0:01:57,0.1499360360854776,0.7019473845172018
"[25, 25, 25, 25]",0:01:34,0.14788785251229897,0.7043580940085814
"[25, 25, 25, 25, 25]",0:01:43,0.14496091239040518,0.7171011124554562
"[30, 30]",0:02:19,0.16399900874001572,0.6743800268298288
"[30, 30, 30]",0:02:48,0.14556254301899565,0.7110639587257154
"[30, 30, 30, 30]",0:01:47,0.1423887935236199,0.7091640315609301
"[30, 30, 30, 30, 30]",0:01:38,0.14416980269736496,0.7191696542807481
"[35, 35]",0:02:12,0.1656142169669819,0.669463666174468
"[35, 35, 35]",0:01:42,0.15011167993577912,0.7033919508350963
"[35, 35, 35, 35]",0:02:01,0.14108355406190307,0.7185844877303883
"[35, 35, 35, 35, 35]",0:01:27,0.14445642695218178,0.7108120725151098
"[40, 40]",0:02:30,0.16120683266753952,0.6750558506840632
"[40, 40, 40]",0:02:07,0.14650204463798785,0.7094338508348125
"[40, 40, 40, 40]",0:01:14,0.147785031235132,0.7052299569734277
"[40, 40, 40, 40, 40]",0:01:35,0.14337890503843295,0.7027733831412232
"[45, 45]",0:02:26,0.16218519616335866,0.678827528969067
"[45, 45, 45]",0:01:47,0.14954267592690001,0.70191182104179
"[45, 45, 45, 45]",0:01:54,0.1443950554337887,0.7152029629739513
"[45, 45, 45, 45, 45]",0:01:58,0.14807353359714992,0.7190042908549397
"[50, 50]",0:02:52,0.15928560043779527,0.6828017684240558
"[50, 50, 50]",0:02:20,0.14409041474386705,0.7049737247388004
"[50, 50, 50, 50]",0:02:20,0.14288968101547983,0.7260597841293631
"[50, 50, 50, 50, 50]",0:01:31,0.14590937538271964,0.7132535325974012
"[15, 15]",0:02:25,0.17653022997956266,0.6521734087996416
"[15, 15, 15]",0:02:11,0.15981474484290822,0.6772809370052265
"[15, 15, 15, 15]",0:01:42,0.1533851285145505,0.6987589529282073
"[15, 15, 15, 15, 15]",0:02:26,0.15136418648153627,0.7020652740557308
"[20, 20]",0:02:08,0.17289176149177898,0.6555321752064038
"[20, 20, 20]",0:02:23,0.15568188534348648,0.6860173078101196
"[20, 20, 20, 20]",0:01:24,0.1566751409497172,0.6933428403185408
"[20, 20, 20, 20, 20]",0:01:18,0.15051912213423319,0.6953514425304818
"[25, 25]",0:02:30,0.16600475619056587,0.6638416730119857
"[25, 25, 25]",0:01:48,0.1510389980954807,0.6965973608402791
"[25, 25, 25, 25]",0:03:38,0.13844763418086897,0.724695875962199
"[25, 25, 25, 25, 25]",0:01:29,0.14753244088984252,0.7131389244003593
"[30, 30]",0:02:44,0.1644885960685673,0.6763260463163249
"[30, 30, 30]",0:01:21,0.15476097278650394,0.6878371308222944
"[30, 30, 30, 30]",0:01:23,0.1459439019155653,0.7074973649141963
"[30, 30, 30, 30, 30]",0:01:37,0.14348652945107968,0.7167360757057198
"[35, 35]",0:03:04,0.1583960865793824,0.6782754564348129
"[35, 35, 35]",0:02:08,0.14921226916305524,0.6961568441572679
"[35, 35, 35, 35]",0:01:48,0.14392164807387708,0.7163708706365389
"[35, 35, 35, 35, 35]",0:01:25,0.14473952904967277,0.7130324175149285
"[40, 40]",0:02:03,0.16599711464916897,0.6759146563393946
"[40, 40, 40]",0:01:55,0.14606848598654962,0.7035909617467082
"[40, 40, 40, 40]",0:02:10,0.14187347113444826,0.7093513419364007
"[40, 40, 40, 40, 40]",0:01:48,0.14358638168462948,0.7191143538136361
"[45, 45]",0:03:26,0.16084862295378405,0.6811145671942
"[45, 45, 45]",0:02:07,0.1481930492815583,0.70251020733151
"[45, 45, 45, 45]",0:02:01,0.1438556869660215,0.7163930498706094
"[45, 45, 45, 45, 45]",0:02:09,0.14416408105895345,0.7194482987886373
"[50, 50]",0:03:04,0.15844575456259355,0.6859748921046379
"[50, 50, 50]",0:03:08,0.14189887661785583,0.7192098617575491
"[50, 50, 50, 50]",0:01:14,0.14814791734211927,0.7014375374367404
"[50, 50, 50, 50, 50]",0:01:09,0.15923458546621033,0.6943542327261727
"[15, 15]",0:04:27,0.16877759015104704,0.6634177171112882
"[15, 15, 15]",0:03:34,0.15457924881750196,0.6963478940982718
"[15, 15, 15, 15]",0:01:56,0.1549833468739174,0.6916460002862066
"[15, 15, 15, 15, 15]",0:02:03,0.15375382450755082,0.68945193970017
"[20, 20]",0:02:50,0.16933625388842025,0.6650961801010082
"[20, 20, 20]",0:02:06,0.15507505559996013,0.6901095445421275
"[20, 20, 20, 20]",0:01:43,0.15038964836548693,0.7001994820024445
"[20, 20, 20, 20, 20]",0:01:55,0.14482926492456621,0.7139805167662693
"[25, 25]",0:03:03,0.1623691797683135,0.6797381680573302
"[25, 25, 25]",0:02:15,0.15167375043247872,0.7029211833613584
"[25, 25, 25, 25]",0:01:38,0.14612083926879385,0.7166656284492049
"[25, 25, 25, 25, 25]",0:01:33,0.14624917926277323,0.7055445483424917
"[30, 30]",0:02:32,0.1634237517421733,0.6658735404448229
"[30, 30, 30]",0:02:13,0.14890821693875322,0.7054605638394383
"[30, 30, 30, 30]",0:01:21,0.14816307734766873,0.7003587404463684
"[30, 30, 30, 30, 30]",0:01:23,0.1458699656561575,0.711303904902756
"[35, 35]",0:01:54,0.16605862091666485,0.6751386960895088
"[35, 35, 35]",0:02:48,0.1450343596025224,0.709653365051555
"[35, 35, 35, 35]",0:01:46,0.14348132976190023,0.7140066691438792
"[35, 35, 35, 35, 35]",0:01:06,0.14602431906354416,0.7042028913156616
"[40, 40]",0:02:02,0.16340093046038925,0.6689608596610287
"[40, 40, 40]",0:02:44,0.1442454851587523,0.7171711836582252
"[40, 40, 40, 40]",0:03:25,0.13764693767240768,0.732484461740369
"[40, 40, 40, 40, 40]",0:02:59,0.13831348172777258,0.7272041896964265
"[45, 45]",0:03:17,0.15727788710997154,0.6862023532667291
"[45, 45, 45]",0:01:55,0.14802655829446335,0.7013127445112856
"[45, 45, 45, 45]",0:01:45,0.14515893311136197,0.7177160334137378
"[45, 45, 45, 45, 45]",0:01:57,0.14307084717560273,0.7236482471327509
"[50, 50]",0:02:35,0.16149213258766038,0.6774252151861838
"[50, 50, 50]",0:02:06,0.14619285191007178,0.7065744787218682
"[50, 50, 50, 50]",0:01:44,0.14430022189865824,0.7177009734546936
"[50, 50, 50, 50, 50]",0:02:29,0.14142185143241584,0.7261001397699675
"[15, 15]",0:03:40,0.17305622836345994,0.6527488199032684
"[15, 15, 15]",0:02:09,0.1603414676848769,0.6840198490756545
"[15, 15, 15, 15]",0:03:01,0.14809328831769292,0.7090900637293371
"[15, 15, 15, 15, 15]",0:02:52,0.1445523527203424,0.7175262147251722
"[20, 20]",0:02:48,0.16991675094985764,0.6584272632192875
"[20, 20, 20]",0:02:52,0.14774321533813142,0.7031188533120747
"[20, 20, 20, 20]",0:02:21,0.14493434400539806,0.7067306958756848
"[20, 20, 20, 20, 20]",0:01:56,0.14635773054059095,0.7080388682135331
"[25, 25]",0:03:55,0.1604746188198495,0.6817074209307897
"[25, 25, 25]",0:02:15,0.15108689276623055,0.6993251889135235
"[25, 25, 25, 25]",0:03:28,0.13841446388454662,0.7303034840395797
"[25, 25, 25, 25, 25]",0:01:06,0.15417650724955898,0.6890015426419384
"[30, 30]",0:02:29,0.16319322121705943,0.6735455063521876
"[30, 30, 30]",0:01:28,0.14896203073723424,0.7018732502105881
"[30, 30, 30, 30]",0:01:30,0.1441183238293026,0.7072973857764452
"[30, 30, 30, 30, 30]",0:01:12,0.14575348262535692,0.7051604458797295
"[35, 35]",0:02:15,0.16269128440854844,0.6721920038841116
"[35, 35, 35]",0:01:28,0.15088120187229784,0.6942605333085369
"[35, 35, 35, 35]",0:02:24,0.13871121591450208,0.7257803759237985
"[35, 35, 35, 35, 35]",0:02:04,0.14454589637181767,0.7226813201764132
"[40, 40]",0:02:26,0.16414755757406818,0.6657770707358355
"[40, 40, 40]",0:02:53,0.14263361866049745,0.7158528757401955
"[40, 40, 40, 40]",0:02:10,0.14309145092256764,0.7273664102209686
"[40, 40, 40, 40, 40]",0:02:03,0.14107351447739466,0.7111462956419415
"[45, 45]",0:02:06,0.1647650351452467,0.6724191188913305
"[45, 45, 45]",0:02:12,0.14512617896137597,0.7112474933978818
"[45, 45, 45, 45]",0:01:30,0.14694072007027753,0.7150951449262447
"[45, 45, 45, 45, 45]",0:03:03,0.1385230710000573,0.7271409552642307
"[50, 50]",0:02:39,0.16075970732420364,0.6801219314415641
"[50, 50, 50]",0:01:19,0.1541010737254615,0.6831761087681697
"[50, 50, 50, 50]",0:01:16,0.1481358209309422,0.6983415546406491
"[50, 50, 50, 50, 50]",0:01:47,0.14731899105729224,0.7220755015779269
"[15, 15]",0:02:49,0.1693339243575406,0.6667014117417259
"[15, 15, 15]",0:02:32,0.157877626067644,0.6844664488889417
"[15, 15, 15, 15]",0:02:09,0.15220813402975794,0.6955778472276622
"[15, 15, 15, 15, 15]",0:02:20,0.14639624141482646,0.7130516005156396
"[20, 20]",0:03:05,0.16501983092479333,0.6694877775230337
"[20, 20, 20]",0:02:47,0.14853435914408666,0.7042347422349297
"[20, 20, 20, 20]",0:02:22,0.14716909681141516,0.7139006747782338
"[20, 20, 20, 20, 20]",0:02:34,0.14221078718405916,0.7217073115787548
"[25, 25]",0:02:11,0.16585056548134922,0.6673079969898108
"[25, 25, 25]",0:01:45,0.15007877103149975,0.6948501952558259
"[25, 25, 25, 25]",0:01:40,0.14675494813749654,0.7047769186912021
"[25, 25, 25, 25, 25]",0:01:24,0.14592551389942873,0.7069271601610702
"[30, 30]",0:01:48,0.16712347122688928,0.6714046090705956
"[30, 30, 30]",0:02:04,0.1461229508136749,0.7080616233392227
"[30, 30, 30, 30]",0:01:46,0.14433946912355264,0.7075123939557711
"[30, 30, 30, 30, 30]",0:01:07,0.1481023459123917,0.7032433524546148
"[35, 35]",0:02:32,0.16352080623165713,0.6744557041428737
"[35, 35, 35]",0:01:42,0.15010743074897176,0.7017392950293182
"[35, 35, 35, 35]",0:02:03,0.14018377790847542,0.7164053189991044
"[35, 35, 35, 35, 35]",0:01:28,0.14482627630913936,0.7218343487849088
"[40, 40]",0:02:22,0.16425655546645632,0.6686950568495548
"[40, 40, 40]",0:01:45,0.14925047152332913,0.7021649029038519
"[40, 40, 40, 40]",0:01:39,0.14601245561459789,0.7122278265456176
"[40, 40, 40, 40, 40]",0:01:39,0.14306455406618285,0.7181237013607542
"[45, 45]",0:04:00,0.1584808944848905,0.6857667097867335
"[45, 45, 45]",0:02:21,0.14580572911017545,0.7088345320506747
"[45, 45, 45, 45]",0:01:16,0.14606455278076366,0.701269309957668
"[45, 45, 45, 45, 45]",0:02:27,0.14133453091279238,0.7186422679068883
"[50, 50]",0:02:02,0.16691290114527974,0.6710257265725902
"[50, 50, 50]",0:01:25,0.14971848355519912,0.6967553083643351
"[50, 50, 50, 50]",0:02:24,0.1410639436138418,0.7223380240320681
"[50, 50, 50, 50, 50]",0:02:09,0.1411745030559965,0.7177238226314427
"[15, 15]",0:02:26,0.17451216179500612,0.648849971086908
"[15, 15, 15]",0:02:15,0.15943658744660424,0.6830576170477577
"[15, 15, 15, 15]",0:02:08,0.15511577352658082,0.6908358980337228
"[15, 15, 15, 15, 15]",0:01:38,0.1499580978639895,0.7003641325024642
"[20, 20]",0:03:24,0.16583377930980783,0.6709403199810465
"[20, 20, 20]",0:02:08,0.15411488185966213,0.6876904708785987
"[20, 20, 20, 20]",0:02:39,0.1437996271793873,0.7158943095453306
"[20, 20, 20, 20, 20]",0:01:28,0.15045484048851332,0.7030978448355311
"[25, 25]",0:02:44,0.16256528548382468,0.6778744293946118
"[25, 25, 25]",0:02:19,0.14625960670623903,0.7136031593770605
"[25, 25, 25, 25]",0:01:59,0.14282119129274629,0.7143469991065537
"[25, 25, 25, 25, 25]",0:01:21,0.14698148701001096,0.7073375636387264
"[30, 30]",0:02:46,0.1661268434238018,0.6670589940013537
"[30, 30, 30]",0:01:46,0.15193696379564747,0.6943027351612768
"[30, 30, 30, 30]",0:02:55,0.13978909725974367,0.7249443394256486
"[30, 30, 30, 30, 30]",0:01:58,0.14177082188377918,0.721583999571052
"[35, 35]",0:01:53,0.1664477098118095,0.6674708096271519
"[35, 35, 35]",0:01:03,0.15537073555310363,0.6796656124727058
"[35, 35, 35, 35]",0:01:37,0.14490787140956496,0.7098314476724337
"[35, 35, 35, 35, 35]",0:01:57,0.14429167074090388,0.7224953759503018
"[40, 40]",0:03:26,0.15887415648126138,0.6858019247062161
"[40, 40, 40]",0:02:53,0.14544488576015469,0.7117930540688778
"[40, 40, 40, 40]",0:02:23,0.1412233413511454,0.7163685112880542
"[40, 40, 40, 40, 40]",0:02:09,0.14564250747878457,0.7143783351630569
"[45, 45]",0:03:11,0.1612601880306786,0.6804160830181734
"[45, 45, 45]",0:02:10,0.14736404045883267,0.7042437043364651
"[45, 45, 45, 45]",0:01:20,0.146927749001631,0.697219599214999
"[45, 45, 45, 45, 45]",0:03:01,0.15138755090309255,0.7333268803373222
"[50, 50]",0:04:00,0.15730116865461344,0.6853123408995646
"[50, 50, 50]",0:02:21,0.14569107352544183,0.7101050857501757
