seed,loss,bestValidationScore
311,0.14542031967994445,0.7109694644794299
77,0.14556344329407941,0.7110498311348418
442,0.15316412558595963,0.719797638530137
940,0.14187942695330494,0.7211038571912655
340,0.14099008519524275,0.716528190118944
225,0.14656782792218773,0.7053604445307745
986,0.1442533389134922,0.7063259302933259
567,0.14468559429921754,0.7142744705234509
454,0.1437318048721794,0.7187138528703819
675,0.1405044377543738,0.7227352099456024
108,0.1426741757238555,0.7190137813053757
776,0.14032904423200934,0.7246295868723497
412,0.14006739491570588,0.7201928557070154
95,0.14501784063211295,0.7151673443290157
989,0.14297791216814823,0.7192491913010192
671,0.14290004470531315,0.7208526503234548
598,0.1459390168961574,0.7170721908438386
499,0.14268377952667288,0.7170572072923181
189,0.14438559437950027,0.7088745026402874
856,0.14176031459409713,0.7142652716059751
775,0.1458569279994328,0.7120514912882254
419,0.1402817071414715,0.7249963794242755
606,0.14463671778739007,0.7199699782140249
898,0.14245749612350786,0.723462199921924
240,0.1426549343146374,0.7155933581614539
257,0.1424672997900504,0.7210424452979826
373,0.14411304015028892,0.7211544125544571
674,0.14442980924494198,0.7193313847845291
441,0.14591970489492334,0.7135747916019645
54,0.1454103838977632,0.7120419887596698
890,0.14774202104649023,0.7160301286309299
980,0.14378006309710237,0.713537593492623
114,0.14857532147851557,0.7053834530472479
787,0.14309660159250437,0.7163478194793305
242,0.14261599409087256,0.7194420738070203
711,0.14802158082873082,0.7028526977126855
393,0.14559151651444124,0.717533263706397
713,0.1465954127317992,0.7051431584892169
437,0.14271767897742832,0.717967707552961
341,0.14600234160032427,0.7090133860925539
234,0.14528331522827947,0.7081107202433682
123,0.18339075357472498,0.7126919860634152
209,0.14617240007286628,0.7049333093418794
120,0.14692458502102393,0.7039272695553743
818,0.1494014074496549,0.7049546515644826
747,0.14245177465787173,0.7186192947585189
288,0.13704567773344567,0.7272185311576821
469,0.14173546360891964,0.7150390779742729
677,0.14234665323464116,0.7235504117698556
126,0.15759089769586437,0.7096783262872227
732,0.14496489415362104,0.7141262710600923
291,0.14230788466807284,0.7209219726947347
673,0.1454992967848384,0.7114013978478987
870,0.14578945774686822,0.7106870778322291
383,0.14480331568494967,0.7157478323077862
482,0.1430114249895254,0.722602133267395
71,0.14266274342074886,0.716098362432699
268,0.14487871823979548,0.7062547589490537
557,0.14231051514193505,0.7180116532385634
622,0.14518806539266968,0.7089116560573799
351,0.14088661791587828,0.7186152259423654
404,0.14141774078562452,0.7243158493630416
261,0.14415078267815395,0.7156648135879305
175,0.14708309738203873,0.706578393128002
133,0.14988143166242396,0.701429158327799
43,0.13972358628676823,0.7278837770185037
715,0.14849737836956656,0.6934824771146778
125,0.14674436996565185,0.7159051401553049
217,0.14202382641571878,0.7186983921296909
27,0.14136403671306122,0.7185508260364469
287,0.14473648921550736,0.7051076698060283
132,0.1392884403178294,0.7245383731302523
160,0.14537258768587422,0.7085650463241038
482,0.1430114249895254,0.722602133267395
491,0.14862321436100417,0.6977306454902563
293,0.14277567332329583,0.7143594375662407
896,0.14220601285055395,0.7168329151146713
679,0.14332526835025372,0.7197718572586044
548,0.14488552101438743,0.7055974686090668
77,0.14556344329407941,0.7110498311348418
790,0.14213020966787285,0.7228022771840618
89,0.14181299457435506,0.7158667330430039
258,0.1457499296281085,0.70686596973087
718,0.1483275763966055,0.7000010532044522
520,0.14183214365510746,0.7214157862106821
285,0.14681071650475297,0.7093161737551211
579,0.14386037584430594,0.717801148686998
103,0.13990357497404413,0.7204682534785835
697,0.1443704298815659,0.7179586616322556
447,0.14933851856280786,0.7116346276472161
444,0.14226765401818692,0.7189988814328875
779,0.1599047654002022,0.7070136192946874
651,0.1372969728978197,0.7317979805553806
327,0.14485559626873112,0.7040069406005188
781,0.14293481607100117,0.7159283508626334
79,0.1400780270808544,0.723834507429343
271,0.13878754138167712,0.7286837346288277
693,0.1441663625657775,0.72069398861004
439,0.14139818633072387,0.7149443491773805
579,0.14386037584430594,0.717801148686998
