alpha,learning_rate_init,beta_1,beta_2,epsilon,loss
0.0003211752709503818,0.0014966026955946002,0.7922570199996558,0.986981986196332,4.662858480656812e-08,0.10573109256246187
1.9168067672313977e-05,0.0030675902443190114,0.7571652328970633,0.985915462268787,2.0453441942646095e-08,0.10575745534999731
0.00030128421622258343,0.002116693648734226,0.9638545128239413,0.986740713792443,1.4732136242067223e-09,0.10623576390562382
4.047218161935843e-05,0.004443195902384564,0.8287035770247028,0.9846885806240101,6.2484552932126475e-09,0.11267390061542396
0.0001105783128624229,0.002757195979822792,0.9595946228982815,0.9801132337073429,6.419759147644976e-09,0.10816891441022655
0.0001780740832200229,0.0010451298872608907,0.8404411400766321,0.9860225770233778,2.9331706871799656e-09,0.10282409780033004
6.067864203181638e-05,0.000348650800324404,0.9049273281880711,0.9814576201560081,1.4640828665869167e-08,0.10204380355344123
0.000624252165510223,0.000403207492512554,0.7011976899631867,0.9830009212906624,2.1558506270310057e-08,0.10568900156219155
0.0003230350528312469,0.0019180958708866743,0.8454152100885901,0.9998376585836722,1.1971526729184637e-08,0.10488939955443242
8.305318027316588e-05,0.0023770302992946026,0.7564384685995862,0.9910786548606448,3.4886195362358026e-08,0.1069139357609936
0.00015521294419302696,0.0021568762042771207,0.7211293807997144,0.9986344113090835,8.814216171990083e-09,0.10848928695487303
0.0005061184290486949,0.003166135737379859,0.8442185752380391,0.9822737039348415,3.419727640187618e-08,0.11106849249185569
0.0001844502522522634,0.0019564259247293546,0.8722837036113067,0.9884153418399376,2.7698706541803312e-08,0.1068457527763182
1.1487134721741921e-05,0.0015090759619841203,0.7624010650993082,0.9937930827641586,1.962119929333405e-08,0.10558639814439023
0.0003749281789597506,0.0025862271103705885,0.8728582368399292,0.9956572861207741,2.2993921357544725e-08,0.1090022346658356
0.00017472730474707183,0.001449579852291453,0.9016016824907742,0.9915509005380516,8.195636123748548e-09,0.10471871539427942
0.00023460580520790142,0.001856880861818842,0.7357205740570603,0.9924918434302621,1.3936390134697954e-08,0.10641388375421823
0.00041560713578063713,0.002520372594691838,0.945908227008293,0.9827633191621886,4.421638436542515e-09,0.11210215096968523
0.00017353686020770028,0.0002795569532217034,0.9679866934674672,0.9932392636603223,6.17482418901033e-09,0.10487002995739926
0.00030671237125094356,0.0003101535816720525,0.7361171455918779,0.9953457612376626,2.2067397541466492e-08,0.10541780036123596
0.00019071258829778294,3.749024414213852e-05,0.7307677122719326,0.9850023836840258,2.1883914905179124e-08,0.1544447221786894
0.0003872936816881469,0.002556360759109815,0.9223263728700595,0.9839901826048312,6.016885012131083e-08,0.11050927108097008
1.564750377530051e-06,4.8267020263753624e-05,0.7023850328694136,0.9875894827176748,2.7349845853329635e-08,0.1535195818770885
7.742338782973471e-06,0.0027024852659219625,0.8221290996439851,0.9996785953983944,3.096399675017387e-09,0.10532436544910032
3.080007645271435e-05,0.0007422511875675637,0.8305033321877728,0.9814059914136425,7.928304709252336e-09,0.10255401191252712
0.0002309673608925177,0.0005365510272810495,0.8297031966040024,0.9830610614733848,4.906804206239632e-08,0.10298355166239365
7.36240898561051e-05,0.0020958806676748976,0.8056051856870701,0.9947525356073144,9.11407684585619e-09,0.10440911678426384
3.276231494627439e-05,0.0009453558055378523,0.7760911994263175,0.9948839781556421,1.0693716233923246e-08,0.10489575900350505
0.00011030512081792447,0.0015040863319078996,0.954376586382435,0.994593759097877,2.021250375828306e-08,0.10482758449121675
0.0001636563229053686,0.0031104909221485216,0.8391354163395094,0.9869458824094217,2.029517585445202e-08,0.10909006928813754
1.9702202410074753e-06,0.001941711994372774,0.7031857305613114,0.9885392275849644,3.1277463045290026e-08,0.10571916532631148
0.00039735821334596047,0.005507676182620502,0.915090780140662,0.982909124073459,2.1045228203470718e-08,0.1175847710071574
0.0003819502189484173,0.001585312960987571,0.7518670056308254,0.9909392524708016,7.654391414067456e-09,0.10639858410691416
7.040666884331738e-05,0.0016650691028443176,0.8249994068488098,0.9976871854576449,1.1221188893293131e-08,0.10635130524412778
5.952542312111937e-05,0.0013356216206996119,0.7107985894262742,0.9965473815060804,2.243394364228932e-08,0.10396873183870471
6.895513293642613e-05,0.0010388768253643652,0.9653513851714579,0.986517634982152,1.2372130253197453e-09,0.10286533993267592
0.00014485443572396996,0.00315984022332091,0.7741377006784229,0.9983614537184579,3.3202422452601193e-08,0.10775999260052523
0.00014425645958492084,0.0018302677926102327,0.9345124664330065,0.9844370007234752,7.230379604989409e-10,0.10629644959164218
9.23825842001707e-06,0.0031708572820217263,0.7601059879375255,0.9878519128768125,2.3810909293623496e-08,0.10567763169226288
0.00020711369160234926,0.0034810504434740464,0.7441182720263482,0.9813064166961165,5.07557064468682e-09,0.10885666384298083
0.0003373100242199567,0.0019356471300719033,0.8224304123614958,0.9804492241125655,3.7567524173209575e-09,0.10809866831850558
0.00022640176680815207,0.002063926009605902,0.7481368651502553,0.9875693189290226,2.4413778214771747e-08,0.10834926897927429
0.00020132209075777183,0.00317437354827873,0.843487357240585,0.987637467206096,4.374086395429961e-08,0.1094508068274725
0.0002504862982608413,0.0006612403679163954,0.8958523675388601,0.995144178377758,1.3518525911850417e-08,0.10412861881233289
0.00020808329022966416,0.0005529318881946227,0.7850532085725596,0.9820032631376654,3.6402567977226434e-09,0.10229816172913012
0.00013139101527883895,0.001809701006540644,0.8987867306277293,0.9953319413213012,1.0702713467703158e-08,0.10452765528740228
0.00022200792431135866,0.002349024353263481,0.7012346964681494,0.9953445288436836,4.25637713832604e-09,0.10578498853228661
5.896227574058607e-05,0.0028892973973781147,0.8786357613926117,0.9814872900685202,5.201995697892771e-09,0.10696331171278012
0.0003830319482980542,0.0013585149611145294,0.7617980502864625,0.9921814476678831,1.2792704007057552e-08,0.10425329584907247
2.6071440844682172e-05,0.002425986656738043,0.967626941282685,0.9994020675487357,2.1895098542068843e-08,0.10666643564024175
0.0002804471490175403,0.0028477216748246095,0.7222544977302082,0.998845038862014,4.395244647294304e-09,0.10746408079516649
0.00014764624475974706,0.0003295389954545741,0.834480177548043,0.9931976248664454,1.1497771638347496e-08,0.10226532572572511
0.00027542205153745393,0.0010966447077436045,0.7026649728351809,0.9808982452301097,1.0730981835144498e-08,0.1045312107369883
0.00033163962831776696,0.0003992932170282513,0.74980284340743,0.9919654296970891,3.142614228059208e-08,0.10430303977337788
0.00022089337536310345,0.0005027058937371634,0.7012341115798445,0.9933110683701455,2.7241004796403905e-08,0.10509140523775119
0.00010129093471279835,0.00117406637713064,0.7447042446949715,0.9986037047178858,3.009975297535863e-08,0.10250848327780104
0.00022658377913341646,0.0012033098160626429,0.929429144054545,0.9858165719710932,2.2783641096044585e-08,0.10623457811993901
0.0001651168713419355,0.0007504791320846211,0.7280092012718815,0.9988389868428983,1.1135007597284038e-08,0.10311691620308676
0.0001690155931065089,0.0007518577856347929,0.9461091225860278,0.9903055097653769,5.962354094380668e-09,0.10379897874303247
0.00026605831321514355,0.004932285397146497,0.956429928338957,0.980374992200385,1.9326091253780606e-08,0.11368965461491658
0.00034594010039634937,0.002878294114228657,0.7650690036172048,0.9814132884343443,1.8435030573070056e-08,0.11026405902448026
0.0002165560873384049,0.00039080026036141305,0.7739826522170357,0.990699534605962,1.0149847349031965e-09,0.10361518606679761
0.00020117675463535362,0.0027325452955180513,0.7029914766537888,0.998989260425885,5.944792527938711e-09,0.1092961436856659
0.0002338099406794012,0.0011919227573307647,0.817939916671975,0.9874098614261578,6.057415718515647e-09,0.10560139136905293
0.0001655394988188001,0.0017656708219111602,0.7640758598762651,0.9931253626072892,9.765668110909154e-09,0.10420594937074337
0.00015050209976294688,0.0008172756834931303,0.8177688668978529,0.9853446725525773,1.2321114399519569e-08,0.10385913901309529
1.124263820552731e-05,0.0032909178347541165,0.9097556912898108,0.9867606429283876,2.176233392471497e-08,0.10517902598435835
0.0002973100167688532,0.0027902410555443015,0.8176807168550665,0.995918314044622,2.2131558269862676e-09,0.10952738413644977
0.00010387627846768163,0.0025979183918865938,0.7992024770421278,0.9831735377831093,1.7718669796683547e-08,0.10823567185667508
4.8615537472787354e-05,0.0009241135166983005,0.7834323840966713,0.9927666342423236,1.550569954133321e-08,0.1022623678274124
4.593541441234008e-05,0.0030598829331474277,0.7828787342369612,0.9942624853925961,3.7969402726179785e-08,0.10760879151521496
3.956849125512345e-05,0.0011942039529536696,0.8986586813146571,0.9974329245476725,3.781566903395558e-08,0.10396918359963431
0.00019495045668010367,0.00012044749420653321,0.7064002618400419,0.9898020295566485,4.68361221210242e-08,0.10824148686210833
0.00021163114499834915,0.0019124979443885858,0.9670462848785166,0.9845570503873967,2.1884768157774894e-08,0.10880696134693171
0.00018626656857925929,0.003063745569864176,0.7178685892806639,0.9921767114947445,3.3454216550795713e-10,0.10953223918659852
8.717372315521271e-05,0.003344025968042205,0.8269353343968951,0.9939232236512725,3.193766515727292e-08,0.10698511533636401
7.680315922903292e-05,0.0049670829124404065,0.7673278535796144,0.9803458189552187,8.760040973791102e-09,0.11093116598710967
0.0003737982261092148,0.00019967530904854843,0.8326576515230409,0.9839733781410327,3.5130167445753134e-08,0.10599545953178467
0.00012955502791263754,0.0007057952539490451,0.7524587022370369,0.9906584511921953,2.917524853935943e-08,0.10454355926755561
2.78934328868924e-06,0.00027446345789690504,0.8594858695471388,0.9825629523897208,2.6854066938516735e-08,0.10323701910168027
0.00040797618764973825,0.0003520147068554898,0.8581471871326405,0.9840142782017784,1.8267716350872024e-08,0.10384102519185168
5.279624625415646e-05,0.0016014953483652473,0.834034414007957,0.9958628204996207,4.8289178760969913e-08,0.10594491969686612
0.00010036905899693474,0.001643704327453802,0.8118323508432632,0.9806187824281073,1.2516449742481841e-08,0.10453710108600175
0.0001800665048162688,0.0009340303798366877,0.8314020071944278,0.9849719772258443,3.838292578892319e-08,0.10272863873886182
0.0002024820317486537,0.001183243582271587,0.9507155690499612,0.9893215743295453,2.7972691735565057e-09,0.10573715893833271
0.0005402402446295694,0.0001647454302683975,0.9007925354690749,0.9992383171483246,2.3804855336027017e-09,0.10486154226143381
0.00042874137359436785,0.00019433826692424622,0.744856486460144,0.9929387282783794,4.238670630470564e-09,0.107929184477717
0.0002922543450575988,0.0008932895397061344,0.933323995601411,0.9910438622582292,9.735754691308077e-09,0.10715342031570611
1.7955748055213246e-05,0.002695100414051618,0.7775750746438195,0.9893898784264753,2.5205918392586163e-08,0.1050631168278394
3.029150252840692e-05,0.003933001875678654,0.8552005851412693,0.9864030421933091,1.8961675612589415e-08,0.10923265192734495
0.00033850465562799883,0.0016469212199554453,0.8884276473895447,0.9944647410335834,2.7105681445224352e-08,0.1067887134884928
2.559911699640895e-05,0.0003979468017212673,0.7379226099777758,0.9837089011449893,2.1354549911986964e-08,0.10409389346020602
7.6066224445897e-05,0.0023999323986646087,0.7129670510215731,0.993405492817392,2.9598594524845578e-08,0.10729125323176415
0.0006120802207529638,0.0017211165617365383,0.82008953954434,0.9980005063863362,2.678310475744675e-08,0.10898632300245642
0.00018942282453513604,0.0007263593855876379,0.8873835422032494,0.9844823247861346,1.7954265813952203e-08,0.10468107966167346
9.257895249895793e-05,0.002306163535487013,0.9843676565103283,0.9917492669595326,2.6401119323449736e-08,0.10898255925535194
4.70082315082539e-05,0.005276926899792519,0.7459358197384126,0.9857397870379905,8.824386621761935e-09,0.11272567285962741
0.00014888992917611694,0.0019483155186871444,0.8390871576554528,0.9870696062927472,1.6269647190543217e-08,0.10673712471433071
0.00021201690776552097,0.002036504393791402,0.8670812815914695,0.9864282301203502,4.5394010484585166e-08,0.10518988960031118
0.00010181134742481622,1.1027457092921931e-05,0.9806230721326842,0.9937123706019988,3.155811347218417e-08,0.15945354662478892
0.00022601719097750347,0.00022655366535671547,0.8476625677123754,0.9999872326889037,2.1177566133272293e-09,0.10505324229317999
7.939057342936946e-05,0.001264936803122681,0.8571857618027048,0.9833345746313383,3.6294089849574917e-09,0.10367868645192703
0.00021376952852370293,0.004634540294645096,0.7495819659115672,0.986352420477165,1.521259062333766e-08,0.11386245319313815
2.4395606128536603e-06,0.000995822647450092,0.879956964450859,0.9828409219712666,3.1878847402895603e-09,0.10407359338481734
0.00021032872382641815,0.0007839696188884258,0.9366693370337149,0.9983314476453024,2.661451658245041e-10,0.10174782134649467
3.238529940993442e-05,0.0034608144277144797,0.748938468759311,0.9998963926910502,9.272217339057424e-09,0.10596963668446634
0.00029871104684299027,0.003106619778759865,0.8318105624517307,0.9980710801438014,2.353151391163753e-08,0.10872867776662096
3.6934514904798346e-05,0.0016316823228091836,0.758018823333423,0.9875572111882202,3.212840165221679e-08,0.1020408873181441
0.00012711473464777453,0.000829002140491154,0.7273928354113961,0.9891080113022555,1.2229863577830424e-08,0.10370818363804125
9.061815235711624e-05,0.0018560006604887115,0.7327264878296575,0.9950205894804642,3.4913492367085576e-09,0.10378247287019418
0.0001682854178124651,0.0034943924581320707,0.7391650801000839,0.9904093552257672,1.3376796127679112e-08,0.11180796048249579
0.0004162855276586181,0.0011830129059423214,0.9122341329523626,0.9993087603612761,3.839670778929749e-08,0.1046606471237957
6.80426740358236e-05,0.0019381553633234481,0.7157859103086178,0.9807407955552216,1.6271416461122295e-09,0.1040361152393531
6.255624043083675e-05,0.0018397447463581985,0.8382402832225251,0.9963726393025942,2.8712689791062632e-08,0.10438385163144122
0.00013973901445610325,0.0005813587353603647,0.9397965200828498,0.9879129961981133,4.4100549939951863e-08,0.10383931986102628
7.913080545794872e-05,0.00031026406709034726,0.9095439373249239,0.9988830192590903,2.1475046997583697e-08,0.10172822786289991
0.00035251872986683615,0.0021769745262888835,0.7110885749645142,0.980877000508937,2.8172555516637854e-08,0.10853754890367255
0.00021274378875592363,0.003518998319572711,0.7526596075072096,0.993108248652905,1.849051726035635e-08,0.1131804790235632
0.000281375228821675,0.005465739896725041,0.7047237761594436,0.9896956575120962,1.2809668255347997e-08,0.11754413227081179
0.00013549442153913422,0.004911261888479564,0.913403630477742,0.9895479629661281,1.4690740048099827e-08,0.11078869868281131
0.00037372048245128754,0.004864079728136343,0.9845512495418077,0.9943370494962764,3.5495089077868433e-08,0.11609532024388933
0.0001932088082595844,0.0020520274947966816,0.8685498332903261,0.9929618411043258,1.2314661868627304e-08,0.10706405744576346
0.00012235573474558636,0.00031809790807436683,0.9251624794752873,0.9879058925636829,1.6935239876173712e-08,0.10309473587921011
2.411947974367864e-05,0.0017605076934494252,0.9029516493452231,0.9843930762356726,3.7644992113666476e-08,0.10492551199869865
0.00021707204074748775,0.006813937265053642,0.8349219103301908,0.9878612006716055,1.2110366758715295e-08,0.11616198249846048
0.00012021282073932818,0.005230054586457464,0.7272156143158445,0.9986918055187995,1.6592236360409998e-08,0.11094225223331394
0.00025871927285406077,0.002885581969246877,0.9203350061022437,0.9950988982164166,2.2830220026318545e-08,0.1088792714705367
0.00020446051512587436,0.001074332993027098,0.7620702750401596,0.988357916590476,6.151751028245089e-09,0.10524661039395782
0.00024070274419516814,0.00048792987695965573,0.7048481822560835,0.9897157862142285,2.4842094781884753e-08,0.10364630867945272
0.00039258981216633147,0.0023509505916817965,0.7680884421020928,0.9886867555205506,3.928260740203848e-08,0.11019268447377512
0.00030500492646704755,0.003170441977857817,0.8829666415616851,0.9877274783542958,6.445963337507663e-09,0.10984923792174095
0.0001732877333002171,0.0019420584661000353,0.7089500484035696,0.9958566193287737,3.0019806322393456e-08,0.10624056163302939
0.00012866507156717778,0.004250232309245644,0.917978499888509,0.9939121955517158,3.9250278769738954e-08,0.1109127885034582
4.213367464640009e-05,0.001164265312499406,0.8895198394195893,0.9981597120703406,5.1210809010878077e-08,0.10263758662713537
0.0005417569897193084,0.0017776127472151826,0.8861038199513036,0.9800698335489025,1.646340192960784e-08,0.11013543293710897
0.000251256156807097,0.00021872296932869454,0.9252479382440104,0.9874857617472923,8.4965548636177e-09,0.10585475741591797
