seed,loss,bestValidationScore
365,0.012880141291670762,0.9742572459513953
829,0.013747957274379698,0.9732545925208548
526,0.013469522624851306,0.9747482389279164
274,0.01310795363293961,0.974931073570911
575,0.012706085959829843,0.9702755709293324
801,0.013208923201659494,0.9720225641375403
692,0.013763396090361382,0.9763661722680302
424,0.013554228907694598,0.9756060547789621
184,0.013578509093033346,0.9738274836107793
680,0.013092779142420508,0.9764411484049506
152,0.012992420499906383,0.9702068989947056
296,0.01339783290694856,0.9738173385355905
323,0.012962386118634029,0.9760291792889912
617,0.013067874344220645,0.9740377573166636
41,0.012918334947358785,0.9733425747784964
85,0.012733246291750575,0.9747220624210321
835,0.013470386214418477,0.972716359746868
280,0.013065187811984309,0.9761463015633
437,0.013329096974017813,0.9749477314400924
792,0.013334861405197324,0.9721751066673141
325,0.013374312766273013,0.9727802360692417
962,0.013277721362242874,0.9751396558218226
333,0.012911302420005934,0.9749526998004377
42,0.013251469861457154,0.9754271829291735
692,0.013763396090361382,0.9763661722680302
841,0.01263619610435016,0.9752393925110533
327,0.012688057916579855,0.9753216097968457
460,0.013721002106334713,0.9759566260353987
418,0.012761825791431296,0.9716714794294639
417,0.012793207831027435,0.975000360173181
206,0.013564154512402836,0.9712992598973531
119,0.013280977572201095,0.9747712062135022
116,0.013037582882273345,0.9758558473582198
353,0.012909086503036505,0.974170303757723
964,0.01301596674761798,0.9710559039749113
402,0.013641839102623987,0.972481965502873
690,0.012778535460144588,0.9751237290159338
944,0.013088633410296521,0.9745332652926587
591,0.013334601730134248,0.9765589538456944
674,0.013157545132331912,0.9727101681090291
946,0.013172268200520403,0.9757870104498396
854,0.013533520582646976,0.9764142054340269
204,0.012848277379028354,0.9734793326187606
107,0.013133724786908909,0.9727952697588037
359,0.01237484946271999,0.973087522805932
891,0.013079205633599237,0.975560826712424
808,0.012842678282780478,0.9744317919984559
40,0.012893785258621174,0.9760719980039344
955,0.013853100540921258,0.9711227445080691
732,0.013215308550457784,0.971373812473994
246,0.013077482335610693,0.9751748856438915
591,0.013334601730134248,0.9765589538456944
17,0.013262358114190685,0.974152973085357
461,0.013266139095419212,0.9746588730927123
970,0.013124948479054106,0.9747412612210419
789,0.013218600072277074,0.9737708308851406
998,0.012706433262368649,0.9756006672752235
464,0.012702396492816325,0.9719850615827479
79,0.013460582447239341,0.9746230412717934
109,0.012931977339330223,0.9763640450488441
826,0.01290665185931108,0.9738674911053854
961,0.012781078311513724,0.9725780093361606
836,0.01306453625084271,0.9742551979904915
964,0.01301596674761798,0.9710559039749113
988,0.01367572433936921,0.972903672148074
505,0.012918146702142738,0.9718297980112297
179,0.013314746167394555,0.9764149957002463
464,0.012702396492816325,0.9719850615827479
590,0.01318276789781565,0.9765790505601082
329,0.013218537723188454,0.9767236606581465
459,0.013669340772169598,0.9752352571251398
280,0.013065187811984309,0.9761463015633
471,0.01302726863263771,0.9725327414534815
998,0.012706433262368649,0.9756006672752235
44,0.012910580458169608,0.9747400857814282
859,0.013562455815607504,0.9725820270141257
183,0.013536368201921998,0.9712211661791983
797,0.012926538550888282,0.9762089464340656
18,0.013244144460064463,0.9711459137899063
856,0.013078377583953603,0.9712520587372694
625,0.012957929766849789,0.9755863281823248
606,0.013082759360346278,0.9746661601987164
262,0.013134182885361525,0.9745576817519415
547,0.01309023297630335,0.9760422966292998
596,0.013279037838677126,0.9732110381237563
390,0.01309307125343359,0.9738937454800413
242,0.012692739112654379,0.9739115678856249
702,0.012849236709943692,0.9749713137831106
138,0.012838501170292343,0.9754120007563452
992,0.012904873660958086,0.9754653094162361
436,0.012915808121039186,0.9735691037583588
350,0.013403619680909355,0.9730424225749527
287,0.012879585090372642,0.9748301271750451
279,0.012647199874269474,0.9734122349546501
832,0.013106344355410594,0.9777303310080042
96,0.012799884440715968,0.9750572272145716
123,0.01299686599492951,0.9753481084909644
84,0.013117213833885978,0.9744268554514344
259,0.013861475199490414,0.9738304076140579
614,0.012880750163906926,0.9740016076251098
